position COMBINED_rate(cM/Mb) Genetic_Map(cM)
358065 2.985 0.390215
358932 2.415 0.392803
358973 1.75 0.392902
359045 0.9937 0.393028
359203 0.5926 0.393185
359338 0.3289 0.393265
359712 0.3077 0.393388
359842 0.3101 0.393428
360732 0.3927 0.393704
362209 2.87 0.394284
362749 3.095 0.395834
362917 4.625 0.396354
362989 5.333 0.396687
363166 5.308 0.397631
363231 5.333 0.397976
363246 4.706 0.398056
363280 4.302 0.398216
363376 4.273 0.398629
363420 3.817 0.398817
363524 3.619 0.399214
363621 3.379 0.399565
363679 3.018 0.399761
364015 1.273 0.400775
364675 0.7748 0.401615
366216 0.8308 0.402809
366281 0.8825 0.402863
366911 1.521 0.403419
367030 1.535 0.4036
367346 1.312 0.404085
367887 0.8252 0.404795
368030 0.7143 0.404913
368128 0.6711 0.404983
369323 0.6473 0.405785
370199 0.6444 0.406352
370244 0.6154 0.406381
370439 0.5761 0.406501
370531 0.5728 0.406554
370737 0.5723 0.406672
372121 0.5727 0.407464
372341 0.572 0.40759
373883 0.5617 0.408472
374410 0.5605 0.408768
375336 0.6111 0.409287
375354 0.5807 0.409298
376122 0.6923 0.409744
376538 0.7353 0.410032
376572 0.7371 0.410057
376785 0.6389 0.410214
376929 0.5067 0.410306
382810 0.4423 0.413286
384058 0.5526 0.413838
384134 0.6512 0.41388
385986 1.296 0.415086
386094 1.518 0.415226
386679 1.539 0.416114
387518 1.784 0.417405
387652 1.849 0.417644
387738 1.9 0.417803
388167 1.935 0.418618
388275 1.937 0.418827
388338 1.957 0.418949
388502 1.957 0.41927
388900 1.964 0.420049
388955 1.8 0.420157
388960 1.988 0.420166
389043 1.992 0.420331
389285 2.014 0.420813
390140 2.023 0.422535
390228 2.143 0.422713
390368 2.16 0.423013
390512 2.161 0.423324
390636 3.826 0.423592
390901 2.513 0.424606
391275 2.526 0.425546
391313 2.5 0.425642
391347 2.517 0.425727
391463 2.251 0.426019
392682 2.107 0.428763
392785 1.891 0.42898
392840 1.062 0.429084
393339 1.028 0.429614
393591 1 0.429873
393606 1.033 0.429888
393938 1.031 0.430231
394523 1.005 0.430834
394947 0.9872 0.43126
395025 0.9778 0.431337
395250 0.9735 0.431557
396232 1.164 0.432513
396293 1.287 0.432584
396380 1.283 0.432696
396712 1.432 0.433122
396749 1.651 0.433175
396835 1.926 0.433317
397050 5.477 0.433731
398673 19.22 0.44262
404349 15.3 0.551697
404405 4.919 0.552554
406117 4.878 0.560975
407575 4.929 0.568087
408096 0.8238 0.570655
408289 0.7721 0.570814
408719 0.7451 0.571146
409025 0.7346 0.571374
409398 0.7298 0.571648
410312 0.7375 0.572315
410472 0.7829 0.572433
411831 0.7213 0.573497
412179 0.7222 0.573748
413241 0.7218 0.574515
413374 0.7198 0.574611
414698 0.7222 0.575564
414824 0.7226 0.575655
416237 0.7564 0.576676
417448 3.276 0.577592
417477 10.86 0.577687
417918 15.39 0.582478
418003 15.43 0.583786
418210 15.43 0.586979
419153 13.76 0.601527
419195 12.15 0.602105
419399 11.52 0.604584
421032 11.64 0.623391
421413 10.36 0.627826
421424 2.961 0.62794
421860 2.467 0.629231
421980 1.763 0.629527
422157 1.061 0.629839
422570 1.012 0.630277
423052 1.008 0.630765
423683 1.068 0.631401
423994 1.489 0.631733
424327 1.889 0.632229
424652 2.359 0.632843
424875 2.422 0.633369
425228 2.454 0.634224
425611 2.401 0.635164
426215 1.86 0.636614
426685 1.527 0.637488
426740 0.7736 0.637572
427385 0.7487 0.638071
428706 2.472 0.63906
428742 2.452 0.639149
429395 2.456 0.64075
429474 2.672 0.640944
429940 2.813 0.642189
430063 3.148 0.642535
431225 3.14 0.646193
431268 3.132 0.646328
431306 3.123 0.646447
431436 2.915 0.646853
431848 1.667 0.648054
431860 0.8643 0.648074
432081 0.8996 0.648265
432330 1.017 0.648489
432503 1.276 0.648665
432561 1.375 0.648739
432625 1.092 0.648827
432918 0.8 0.649147
433048 0.7157 0.649251
433347 0.6343 0.649465
433708 0.5667 0.649694
433978 0.5246 0.649847
434222 0.4673 0.649975
434528 0.1275 0.650118
436411 3.232 0.650358
436704 3 0.651305
436707 2.778 0.651314
436779 2.156 0.651514
436946 2.108 0.651874
436983 1.597 0.651952
437216 1.327 0.652324
438024 1.333 0.653396
438195 1.352 0.653624
438286 1.444 0.653747
438295 1.455 0.65376
438517 1.5 0.654083
438717 1.419 0.654383
438779 1.385 0.654471
438792 1.319 0.654489
439102 1.151 0.654898
439453 0.8571 0.655302
439467 0.6455 0.655314
440666 0.5882 0.656088
440683 0.5297 0.656098
441827 0.536 0.656704
441952 0.5 0.656771
442030 0.4876 0.65681
442272 0.4478 0.656928
444045 0.6761 0.657722
444116 0.8186 0.65777
444590 2.098 0.658158
445286 2.103 0.659618
445364 2.112 0.659782
445613 2.163 0.660308
445656 2.111 0.660401
445674 2.153 0.660439
445994 0.5735 0.661128
446198 0.5714 0.661245
446352 0.501 0.661333
447314 0.5056 0.661815
447761 0.5238 0.662041
447887 0.5479 0.662107
447960 0.5629 0.662147
448429 0.6 0.662411
448714 0.574 0.662582
448937 0.5734 0.66271
449373 0.573 0.66296
449551 0.5772 0.663062
449700 0.5857 0.663148
449770 0.5714 0.663189
449798 0.5759 0.663205
449956 0.5962 0.663296
450060 0.601 0.663358
450268 0 0.663483
450269 0.6026 0.663483
450420 0.766 0.663574
451014 0.6573 0.664029
452149 0.5013 0.664775
452901 0.48 0.665152
452926 0.4748 0.665164
453760 0.4753 0.66556
454023 0.4706 0.665685
455162 4.412 0.666221
455196 4.421 0.666371
455840 4.426 0.669218
455988 1.942 0.669873
456040 0.732 0.669974
457290 0.9333 0.670889
457305 1.066 0.670903
457366 1.21 0.670968
457466 1.211 0.671089
457931 1.252 0.671652
459024 1.244 0.67302
459566 1.23 0.673694
460036 1.194 0.674272
460072 1.204 0.674315
460877 0.9745 0.675284
461112 0.8571 0.675513
461140 0.8055 0.675537
461505 0.8008 0.675831
461756 0.8006 0.676032
462759 0.8185 0.676835
463095 0.8466 0.67711
464920 0.847 0.678655
465783 0.8466 0.679386
466148 0.8447 0.679695
466528 0.8472 0.680016
466816 0.8507 0.68026
468705 1.832 0.681867
469265 2.335 0.682893
469701 4.667 0.683911
469767 6.175 0.684219
470035 6.176 0.685874
470086 6.156 0.686189
470259 2.261 0.687254
471158 1.312 0.689287
471466 0.8347 0.689691
472591 0.8343 0.69063
473273 0.8208 0.691199
473379 0.843 0.691286
474239 0.8824 0.692011
474928 0.9377 0.692619
478153 1.106 0.695643
478530 1.261 0.69606
479812 5.929 0.697677
480675 6.385 0.702794
480701 6.818 0.70296
480734 7.172 0.703185
481355 7.244 0.707639
481556 7.245 0.709095
482282 7.213 0.714355
482451 7.213 0.715574
482921 4.948 0.718964
483018 3.489 0.719444
483370 3.475 0.720672
483429 3.419 0.720877
483460 3.414 0.720983
483709 3.415 0.721833
483791 3.429 0.722113
483798 3.432 0.722137
483953 3.444 0.722669
484169 2.581 0.723413
484298 1.579 0.723746
484336 0.7335 0.723806
484745 0.7317 0.724106
484786 0.7187 0.724136
484850 0.7114 0.724182
485387 0.3998 0.724564
486360 0.372 0.724953
488680 0.8136 0.725816
488739 1.167 0.725864
489229 1.165 0.726436
489338 1.162 0.726563
490071 1.16 0.727415
491209 1.158 0.728735
493247 20.83 0.731096
495701 0.8173 0.782222
495805 0.8178 0.782307
497479 0.8079 0.783676
498343 0.8005 0.784374
499516 0.7857 0.785313
499586 0.7935 0.785368
499925 0.6746 0.785637
500810 0.3787 0.786234
500979 0.1607 0.786298
503735 0.1583 0.786741
509526 0.1578 0.787658
510546 0.1558 0.787819
510700 0.1605 0.787843
510862 0.1575 0.787869
512589 0.1564 0.788141
513222 3.878 0.78824
515457 1.176 0.796908
515616 1.082 0.797095
516413 1.182 0.797957
516638 3.285 0.798223
517031 3.373 0.799514
517715 26.52 0.801821
518103 29.39 0.81211
518183 29.39 0.814461
518377 29.37 0.820163
518449 29.39 0.822278
518532 29.38 0.824717
518675 29.35 0.828919
518746 28.33 0.831003
518755 26.81 0.831258
520886 2.308 0.888387
521172 1.725 0.889047
523495 2 0.893055
523553 2.305 0.893171
524899 0.8492 0.896273
525423 0.6394 0.896718
525814 0.6418 0.896968
525881 0.6476 0.897011
526772 0.6471 0.897588
527180 0.7 0.897852
527220 0.7318 0.89788
527798 0.5199 0.898303
529429 0.5236 0.899151
529916 0.5175 0.899406
530059 0.5268 0.89948
530171 0.5233 0.899539
530687 0.6065 0.899809
530997 0.614 0.899997
531396 0.6272 0.900242
531565 0.6475 0.900348
531826 0.6963 0.900517
532603 2.529 0.901058
532743 2.684 0.901412
532762 2.761 0.901463
532950 2.79 0.901982
533326 2.81 0.903031
533804 2.996 0.904374
534065 3.363 0.905156
534258 3.606 0.905805
534324 3.947 0.906043
534759 4.061 0.90776
535492 3.594 0.910737
535866 2.58 0.912081
537031 2.279 0.915087
537260 1.583 0.915609
537272 0.9419 0.915628
537358 0.3894 0.915709
538018 0.389 0.915966
538401 0.3827 0.916115
538563 0.3874 0.916177
541031 0.4733 0.917133
541293 0.5525 0.917257
542531 1.237 0.917941
542865 1.541 0.918354
542902 1.667 0.918411
542944 1.857 0.918481
542965 1.905 0.91852
543007 1.952 0.9186
543402 1.952 0.919371
543590 1.366 0.919738
543631 0.8889 0.919794
543703 0.8276 0.919858
544405 0.8246 0.920439
544519 0.8293 0.920533
544642 0.8217 0.920635
544956 0.8252 0.920893
545059 0.8213 0.920978
545680 0.8243 0.921488
546198 0.8571 0.921915
546233 0.9022 0.921945
546417 1.467 0.922111
546432 1.382 0.922133
546974 1.374 0.922882
547399 0.8309 0.923466
548162 0.7947 0.9241
548464 0.7479 0.92434
548698 0.6864 0.924515
549138 0.6816 0.924817
549518 0.5733 0.925076
549750 0.5684 0.925209
549845 0.4786 0.925263
550079 0.4613 0.925375
550621 0.4596 0.925625
550782 0.4565 0.925699
552324 0.5636 0.926403
552379 0.7946 0.926434
552783 0.7161 0.926755
553248 0.7049 0.927088
553719 0.6044 0.92742
553992 0.5204 0.927585
554261 0.5062 0.927725
554421 0.5 0.927806
554435 0.5488 0.927813
554517 0.6057 0.927858
554834 0.6046 0.92805
555226 0.5522 0.928287
555293 0.4969 0.928324
555456 0.4861 0.928405
555528 0.4694 0.92844
555626 0.4 0.928486
555631 0.8636 0.928488
555653 1.151 0.928507
555772 1.14 0.928644
555865 1.136 0.92875
555983 1.141 0.928884
556082 0.9697 0.928997
556115 0.7218 0.929029
556399 0.7826 0.929234
556629 3.667 0.929414
556677 3.585 0.92959
556812 0.5911 0.930074
557015 0.4831 0.930194
557340 0.4513 0.930351
557617 0.4298 0.930476
558343 0.5545 0.930788
558453 0.8145 0.930849
559402 0.8125 0.931622
559434 0.8367 0.931648
559483 0.8528 0.931689
559714 0.7727 0.931886
559758 0.6881 0.93192
559867 0.6415 0.931995
559973 0.5865 0.932063
560077 0.5588 0.932124
560791 0.5341 0.932523
561143 0.523 0.932711
561426 0.4956 0.932859
562441 0.4834 0.933362
562894 0.4632 0.933581
563628 0.4644 0.933921
564373 0.4746 0.934267
564786 0.9 0.934463
564836 2.164 0.934508
565416 2.18 0.935763
565917 1.159 0.936855
567531 0.7619 0.938725
567615 0.6274 0.938789
568396 0.6267 0.939279
568846 0.6263 0.939561
568945 0.6237 0.939623
569038 0.63 0.939681
569892 0.6111 0.940219
569910 0.6341 0.94023
569992 0.6267 0.940282
571085 0.6168 0.940967
571192 0.5 0.941033
571196 0.5897 0.941035
571235 0.5714 0.941058
571361 0.5458 0.94113
571962 0.4937 0.941458
572120 0.4856 0.941536
572816 0.3672 0.941874
573614 0.3232 0.942167
575189 0.3023 0.942676
575232 0.28 0.942689
579035 0.2702 0.943754
579853 0.2663 0.943975
581321 0.3939 0.944366
581453 0.4799 0.944418
582347 0.4583 0.944847
582371 0.4848 0.944858
582866 0.478 0.945098
583025 0.4809 0.945174
583418 0.4783 0.945363
584087 0.4528 0.945683
585072 0.4516 0.946129
585227 0.4681 0.946199
585321 0.4205 0.946243
585409 0.4276 0.94628
586686 0.4286 0.946826
586714 0.4719 0.946838
587034 0.5652 0.946989
587149 0.7121 0.947054
587663 1.117 0.94742
588191 1.118 0.94801
589252 1.211 0.949196
589271 1.204 0.949219
589511 1.217 0.949508
589534 1.235 0.949536
589875 1.232 0.949957
590078 1.228 0.950207
590227 1.194 0.95039
590454 1.164 0.950661
590735 1.157 0.950988
591040 1.167 0.951341
591094 1.162 0.951404
591236 1.156 0.951569
591562 1.167 0.951946
591610 1.176 0.952002
591967 1.297 0.952422
592004 1.425 0.95247
592077 1.607 0.952574
592718 1.692 0.953604
592757 1.682 0.95367
592889 1.141 0.953892
593229 0.5254 0.95428
593899 0.5262 0.954632
594262 0.5246 0.954823
594607 0.5 0.955004
594697 0.4558 0.955049
595127 0.4551 0.955245
596052 0.3345 0.955666
596345 0.3326 0.955764
596826 0.3253 0.955924
598065 0.3291 0.956327
598223 0.3243 0.956379
599666 0.3253 0.956847
600250 0.3239 0.957037
601451 0.3333 0.957426
601493 0.322 0.95744
601552 0.3236 0.957459
602204 0.3243 0.95767
602241 0.3235 0.957682
602986 0.3237 0.957923
603125 0.3134 0.957968
603192 0.3333 0.957989
603264 0.3228 0.958013
603422 0.3246 0.958064
604910 0.3245 0.958547
606676 0.4688 0.95912
606900 0.7705 0.959225
607632 0.8868 0.959789
607738 0.9103 0.959883
607816 0.9059 0.959954
607901 0.914 0.960031
608622 0.9016 0.96069
608683 0.85 0.960745
608703 0.7778 0.960762
608955 0.7987 0.960958
610445 0.7027 0.962148
610593 0.5111 0.962252
610638 0.4907 0.962275
610960 0.4325 0.962433
612167 0.4361 0.962955
613215 0.6444 0.963412
613260 0.8222 0.963441
613305 0.8 0.963478
613315 0.9492 0.963486
613571 0.9763 0.963729
613908 1.083 0.964058
613932 1.372 0.964084
614252 1.143 0.964523
614294 0.928 0.964571
614530 0.9196 0.96479
614729 0.9208 0.964973
615310 0.9007 0.965508
615904 0.4797 0.966043
616052 0.2812 0.966114
616148 0.1869 0.966141
616469 0.1762 0.966201
616662 0.1759 0.966235
616770 0.1538 0.966254
616783 0.1797 0.966256
617501 0.1792 0.966385
618952 0.8667 0.966645
618967 1.624 0.966658
619092 1.684 0.966861
619209 0.5698 0.967058
619381 0.8195 0.967156
620179 2.477 0.96781
620267 2.464 0.968028
620377 1.75 0.968299
620381 0.8525 0.968306
621357 0.8531 0.969138
621779 0.9005 0.969498
621990 0.927 0.969688
622360 0.9692 0.970031
622490 0.9697 0.970157
622523 1 0.970189
622545 1.027 0.970211
623485 0.427 0.971176
623848 0.4261 0.971331
624660 0.4253 0.971677
625737 0.4337 0.972135
625820 0.4419 0.972171
625863 0.4378 0.97219
626096 0.8359 0.972292
626876 2.018 0.972944
627436 0.2669 0.974074
627672 6.729 0.974137
627779 1.217 0.974857
627802 0.02899 0.974885
627871 0.0241 0.974887
628037 0.02314 0.974891
628426 0.02602 0.9749
628695 0.02151 0.974907
628788 0.026 0.974909
629211 0.02941 0.97492
629245 0.0289 0.974921
629418 0.05263 0.974926
629437 0.06452 0.974927
629468 0.07534 0.974929
629614 0.07692 0.97494
629744 0.1277 0.97495
629791 0.1863 0.974956
629893 0.2418 0.974975
631605 0.2399 0.975389
632051 0.2609 0.975496
632074 0.2456 0.975502
632131 0.2222 0.975516
632149 0.2414 0.97552
632207 0.25 0.975534
632219 0.2409 0.975537
632439 0.25 0.97559
632459 0.248 0.975595
632584 0.2381 0.975626
632605 0.3125 0.975631
632621 0.2554 0.975636
633087 0.2857 0.975755
633094 0.2563 0.975757
633648 2.303 0.975899
633757 2.5 0.97615
633759 3.193 0.976155
634064 2.8 0.977129
634094 1.833 0.977213
634160 1.184 0.977334
634405 0.708 0.977624
634542 0.697 0.977721
634641 0.6341 0.97779
634846 0.5 0.97792
634862 0.4719 0.977928
634951 0.4077 0.97797
635211 0.3806 0.978076
635500 0.3842 0.978186
635677 0.3614 0.978254
635998 2.109 0.97837
637031 2.117 0.980549
637391 2.076 0.981311
638024 1.625 0.982625
639147 0.5838 0.98445
640000 0.5238 0.984948
641073 0.4478 0.98551
641609 0.4414 0.98575
641720 0.2581 0.985799
641751 0.2658 0.985807
641909 0.2106 0.985849
644079 0.2108 0.986306
645777 0.2458 0.986664
646078 0.4176 0.986738
648389 1.21 0.987703
648732 1.166 0.988118
648943 1.167 0.988364
648961 1.192 0.988385
648987 1.158 0.988416
649006 1.117 0.988438
649511 0.8095 0.989002
649553 0.6984 0.989036
649616 0.5299 0.98908
649750 6.207 0.989151
649866 0.3905 0.989871
650373 0.3649 0.990069
650858 0.3716 0.990246
651006 0.7273 0.990301
651039 1.534 0.990325
651127 4.643 0.99046
651183 4.719 0.99072
651311 2.727 0.991324
651333 2.516 0.991384
651364 5.701 0.991462
651461 0.6289 0.992015
651558 0.6119 0.992076
651692 0.5888 0.992158
651799 0.5915 0.992221
652034 0.6 0.99236
652079 0.5824 0.992387
652170 0.6053 0.99244
652208 0.5922 0.992463
652517 0.6 0.992646
652527 0.5811 0.992652
652601 0.5745 0.992695
652648 0.5465 0.992722
652734 0.4242 0.992769
652767 0.4158 0.992783
652957 0.4068 0.992862
653075 0.4211 0.99291
