position COMBINED_rate(cM/Mb) Genetic_Map(cM)
1124836 7.583 3.948074
1124872 7.61 3.948347
1126803 1.235 3.963042
1127616 1.019 3.964046
1127721 0.8846 3.964153
1127877 0.7619 3.964291
1128192 0.7635 3.964531
1130285 0.7621 3.966129
1130987 0.8472 3.966664
1131982 1.48 3.967507
1132638 1.487 3.968478
1136224 1.495 3.973812
1136945 1.496 3.97489
1146101 1.493 3.988587
1152657 1.481 3.998374
1163935 1.481 4.015074
1165173 1.485 4.016908
1170446 1.495 4.024736
1175397 1.496 4.032138
1181718 1.516 4.041597
1183852 9.637 4.044832
1185547 9.638 4.061166
1185925 9.638 4.064809
1189483 13.76 4.0991
1189541 13.77 4.099898
1199816 10.41 4.241337
1200714 1.51 4.250683
1207239 1.18 4.260536
1209715 0.6078 4.263458
1211543 0.495 4.264569
1214658 0.4089 4.266111
1218524 0.3891 4.267692
1221546 0.413 4.268868
1224260 0.4171 4.269989
1224471 0.4204 4.270077
1224628 0.4647 4.270143
1233598 0.5 4.274311
1233682 0.5552 4.274353
1238900 8.479 4.27725
1242575 8.712 4.308411
1245701 8.713 4.335645
1250110 8.71 4.37406
1251782 8.71 4.388623
1262249 8.684 4.479787
1262979 5.791 4.486126
1263300 2.699 4.487985
1266335 2.666 4.496176
1271275 2.682 4.509345
1271530 2.679 4.510029
1277276 3.284 4.525421
1283616 5.028 4.546241
1283758 5.984 4.546955
1289553 7.939 4.58163
1291621 8.298 4.598048
1291668 8.665 4.598438
1293824 8.785 4.61712
1294200 9.012 4.620423
1302266 9.026 4.693117
1302461 9.05 4.694877
1302840 9.071 4.698307
1304350 9.071 4.712004
1308058 9.072 4.745639
1309370 9.052 4.757542
1309428 9.055 4.758067
1309648 9.055 4.760059
1309866 9.055 4.762033
1310137 9.05 4.764487
1310498 8.15 4.767754
1310538 7.19 4.76808
1310822 5.745 4.770122
1310873 3.552 4.770415
1311121 2.717 4.771296
1311538 2.192 4.772429
1311965 1.987 4.773365
1312729 1.977 4.774883
1313070 1.767 4.775557
1313764 1.773 4.776783
1316639 1.75 4.781879
1318708 1.745 4.7855
1322313 1.72 4.791789
1325151 1.894 4.79667
1328374 3.765 4.802775
1329441 4.119 4.806792
1334729 8.783 4.828574
1336507 9.15 4.844191
1339059 15.59 4.867541
1340061 18.8 4.88316
1341510 18.88 4.910396
1348165 8.15 5.036056
1348185 0.4068 5.036219
1350582 0.4067 5.037194
1351917 0.4088 5.037737
1357083 0.4734 5.039849
1357497 0.5898 5.040045
1357831 1.318 5.040242
1358727 1.351 5.041423
1359282 0.5618 5.042173
1360083 0.4888 5.042623
1360576 0.4852 5.042864
1361794 0.4915 5.043455
1362614 0.4879 5.043858
1364188 0.4874 5.044626
1364307 0.4614 5.044684
1365525 0.4524 5.045246
1365609 0.5 5.045284
1365621 0.4443 5.04529
1366546 0.4447 5.045701
1366980 0.4 5.045894
1366995 0.4643 5.0459
1367023 0.4412 5.045913
1367227 0.4471 5.046003
1367482 0.445 5.046117
1367673 0.4449 5.046202
1368399 0.4456 5.046525
1369703 0.4442 5.047106
1370527 0.4631 5.047472
1370676 0.4757 5.047541
1371355 0.5051 5.047864
1372133 0.4905 5.048257
1372396 0.5 5.048386
1372442 0.4814 5.048409
1374642 0.479 5.049468
1375356 1.253 5.04981
1376724 2.125 5.051524
1383650 2.126 5.066245
1384247 2.124 5.067514
1384691 0.4622 5.068457
1387300 0.8733 5.069663
1388539 0.8979 5.070745
1389518 0.8981 5.071624
1390244 0.8958 5.072276
1391060 0.892 5.073007
1391236 0.8972 5.073164
1391810 0.9367 5.073679
1396405 0.9476 5.077983
1399724 0.9483 5.081128
1400556 0.9486 5.081917
1400867 0.4452 5.082212
1410494 0.4184 5.086498
1413575 0.3036 5.087787
1415288 0.2806 5.088307
1415876 0.2599 5.088472
1421763 0.2598 5.090002
1424889 0.4696 5.090814
1425449 0.59 5.091077
1427261 0.6019 5.092146
1427369 0.62 5.092211
1432822 0.6301 5.095592
1433990 0.7329 5.096328
1434136 0.8472 5.096435
1435772 0.9782 5.097821
1436875 1.697 5.0989
1442971 1.699 5.109247
1444420 1.698 5.111709
1448181 1.697 5.118096
1451401 1.728 5.123561
1455904 1.743 5.13134
1457876 4.361 5.134777
1459425 4.624 5.141532
1460037 4.723 5.144362
1460474 4.796 5.146426
1460999 4.85 5.148944
1463266 4.857 5.159939
1471751 4.879 5.201149
1472008 4.905 5.202403
1473153 4.909 5.208019
1473197 4.913 5.208235
1473918 4.911 5.211777
1474772 4.903 5.215971
1475392 4.761 5.219011
1476433 4.229 5.223967
1481482 1.807 5.24532
1488148 1.75 5.257364
1489081 1.002 5.258997
1495635 1.145 5.265565
1496385 1.185 5.266424
1497061 0.9836 5.267225
1497122 0.8043 5.267285
1502274 0.8062 5.271429
1505875 6.622 5.274332
1507484 11.5 5.284987
1512094 11.5 5.337994
1512964 11.46 5.347997
1518202 8.592 5.40804
1518371 3.618 5.409492
1521769 3.611 5.421786
1525308 3.9 5.434567
1526268 7.305 5.438311
1526471 7.333 5.439794
1526540 7.351 5.4403
1526614 7.372 5.440844
1529386 7.421 5.461278
1529424 7.464 5.46156
1530034 7.481 5.466113
1530061 7.45 5.466315
1533973 7.375 5.495459
1535350 7.411 5.505614
1535946 7.421 5.510031
1536535 7.372 5.514402
1537468 4.934 5.52128
1538108 4.803 5.524438
1538412 4.365 5.525898
1538946 4.304 5.528229
1539002 4.211 5.52847
1539268 4.188 5.52959
1539783 4.204 5.531747
1540507 5.036 5.534791
1542523 7.245 5.544944
1542719 7.902 5.546364
1546181 13.78 5.57372
1546945 17.83 5.584246
1550651 5.788 5.650334
1562644 0.7971 5.719746
1572370 0.7376 5.727499
1576074 0.7328 5.730231
1577118 0.7253 5.730996
1577209 0.7256 5.731062
1580190 0.5724 5.733225
1580335 0.4377 5.733308
1581041 0.3707 5.733617
1586275 0.3692 5.735557
1589065 0.4186 5.736587
1589108 0.4861 5.736605
1593541 0.5884 5.73876
1599870 0.5843 5.742484
1600036 0.6998 5.742581
1610557 0.6996 5.749944
1618909 0.6995 5.755787
1620999 0.7001 5.757249
1622373 0.699 5.758211
1622785 0.6994 5.758499
1624528 0.6998 5.759718
1625384 0.6996 5.760317
1629469 0.6987 5.763175
1630342 0.6914 5.763785
1630786 0.6902 5.764092
1633807 0.6923 5.766177
1633924 0.6592 5.766258
1634596 0.6216 5.766701
1638920 0.6027 5.769389
1640536 0.5987 5.770363
1641899 0.578 5.771179
1642508 0.5693 5.771531
1642782 0.5581 5.771687
1646713 0.6248 5.773881
1650135 2.512 5.776019
1658999 10.17 5.798281
1668162 10.17 5.891494
1673510 10.05 5.945897
1673776 8.111 5.948571
1673794 6.622 5.948717
1675518 3.124 5.960134
1676420 2.628 5.962952
1676842 1.807 5.964061
1679407 1.555 5.968696
1682777 1.75 5.973935
1683997 1.752 5.97607
1684138 3.969 5.976317
1684747 4.582 5.978734
1685553 4.676 5.982427
1689172 5.189 5.999351
1690613 5.457 6.006828
1690707 5.529 6.007341
1690896 5.654 6.008386
1691726 5.748 6.013079
1695057 5.717 6.032225
1695177 5.658 6.032911
1697634 5.655 6.046812
1699147 5.65 6.055368
1699247 5.648 6.055933
1699511 5.632 6.057424
1707376 4.848 6.101723
1707527 3.887 6.102455
1708295 3.573 6.10544
1709659 2.683 6.110314
1711401 2.666 6.114988
1712899 6.016 6.118982
1713144 7.151 6.120456
1714394 8.485 6.129395
1716866 8.443 6.15037
1720333 8.433 6.179643
1723571 8.408 6.206948
1728999 7.781 6.252587
1735219 7.462 6.300983
1735403 7.168 6.302356
1739276 4.41 6.330117
1743330 4.438 6.347997
1744204 4.435 6.351876
1744227 4.433 6.351978
1745611 10.7 6.358113
1752956 11.77 6.436711
1763777 11.77 6.564074
1763790 11.76 6.564227
1763925 11.77 6.565815
1764144 11.76 6.568392
1765018 11.67 6.578674
1765253 10.49 6.581417
1765298 6.293 6.581889
1765339 3.939 6.582147
1765487 3.625 6.58273
1765503 3.186 6.582788
1766052 2.5 6.584537
1766074 2.522 6.584592
1766678 1.8 6.586115
1766738 1.077 6.586223
1770751 1.078 6.590546
1773354 1.104 6.593351
1774000 8.157 6.594064
1777093 17.4 6.619293
1780510 13.63 6.678747
1780575 4.58 6.679633
1781004 1.35 6.681598
1781880 1.345 6.682781
1782190 1.356 6.683198
1782799 1.411 6.684024
1783147 1.495 6.684515
1783795 1.825 6.685484
1784087 1.888 6.686017
1784212 1.94 6.686253
1784891 1.944 6.68757
1784945 1.95 6.687675
1786766 2.034 6.691226
1792191 5.809 6.702262
1792998 5.854 6.70695
1796167 5.696 6.725502
1802434 8.209 6.761199
1805505 8.244 6.786408
1806749 8.181 6.796664
1807019 4.629 6.798873
1808684 3.4 6.806581
1808864 2.329 6.807193
1809599 2.345 6.808905
1809837 2.336 6.809463
1810099 2.309 6.810075
1811131 2.058 6.812458
1811548 1.929 6.813316
1811604 1.684 6.813424
1812522 1.075 6.81497
1812683 0.3193 6.815143
1817867 0.2383 6.816798
1819126 0.234 6.817098
1822669 0.1855 6.817927
1826113 0.1923 6.818566
1826165 0.18 6.818576
1828949 0.1822 6.819077
1832318 0.1861 6.819691
1833339 0.1881 6.819881
1834030 0.1909 6.820011
1835785 0.2013 6.820346
1837062 0.2349 6.820603
1839484 0.2357 6.821172
1843494 0.2406 6.822117
1843627 0.2392 6.822149
1847699 0.2391 6.823123
1848958 0.2426 6.823424
1851085 2.384 6.82394
1852495 2.394 6.827302
1852693 1.248 6.827776
1858184 2.086 6.834627
1859391 2.046 6.837145
1860148 0.3464 6.838694
1864602 0.7431 6.840237
1865902 0.461 6.841203
1867913 0.392 6.84213
1871342 0.3825 6.843474
1873721 0.3809 6.844384
1876567 0.3757 6.845468
1880344 0.3741 6.846887
1882763 0.3742 6.847792
1887365 0.3922 6.849514
1891993 0.8342 6.851329
1893465 0.9036 6.852557
1903209 0.7999 6.861362
1904613 0.7889 6.862485
1910107 0.5888 6.866819
1916393 0.6 6.87052
1916428 0.5652 6.870541
1916451 0.5756 6.870554
1917926 0.5774 6.871403
1920240 3.88 6.872739
1920290 8.321 6.872933
1920343 10.47 6.873374
1920713 22.8 6.877248
1922216 22.84 6.911513
1922600 22.84 6.920282
1922940 22.84 6.928047
1924654 2.844 6.96719
1925971 2.088 6.970935
1926028 1.227 6.971054
1928710 1.287 6.974344
1929170 1.408 6.974936
1929479 1.095 6.975371
1931643 0.4083 6.977741
1932799 0.3684 6.978213
1933931 0.3578 6.97863
1936673 0.3807 6.979611
1936849 0.4121 6.979678
1937179 1.067 6.979814
1937194 1.693 6.97983
1937458 0.5526 6.980277
1943450 0.535 6.983588
1948702 0.5324 6.986398
1950043 0.5288 6.987112
1951552 0.525 6.98791
1952091 0.5237 6.988193
1956036 0.5307 6.990259
1959243 0.545 6.991961
1960032 0.5636 6.992391
1960928 0.557 6.992896
1961007 0.547 6.99294
1961475 0.5442 6.993196
1961894 0.5426 6.993424
1965836 0.55 6.995563
1965916 0.5426 6.995607
1966233 0.5433 6.995779
1969478 0.5423 6.997542
1970022 0.5419 6.997837
1973733 0.5374 6.999848
1975218 0.5362 7.000646
1976641 0.5612 7.001409
1978398 0.8508 7.002395
1981394 1.221 7.004944
1981729 1.395 7.005353
1982000 1.501 7.005731
1985527 1.526 7.011025
1985913 1.549 7.011614
1986456 1.55 7.012455
1989481 1.556 7.017145
1989868 1.554 7.017747
1990310 1.557 7.018434
1993445 0.4163 7.023315
1996313 0.4171 7.024509
1997730 13.44 7.0251
2006286 13.39 7.140057
2013204 13.25 7.232688
2014038 8.677 7.243742
2021910 4.529 7.312049
2028986 1.067 7.344093
2030513 1.054 7.345722
2032149 1.048 7.347447
2033657 1.017 7.349027
2038820 0.9257 7.354279
2043272 0.917 7.3584
2044176 0.9088 7.359229
2044472 0.9004 7.359498
2048599 1.106 7.363214
2049315 2.775 7.364006
2050824 6.044 7.368194
2053995 6.042 7.38736
2057908 5.904 7.411004
2059586 2.489 7.420911
2059864 2.379 7.421603
2061716 2.323 7.426009
2064017 1.982 7.431354
2064620 1.672 7.432549
2065197 0.8774 7.433514
2069945 0.8038 7.43768
2073355 0.8036 7.440421
2073467 0.797 7.440511
2074595 0.7966 7.44141
2075667 0.797 7.442264
2078489 0.833 7.444513
2080052 1.025 7.445815
2082679 1.787 7.448508
2087836 1.808 7.457725
2090686 3.473 7.462877
2094593 3.469 7.476447
2097833 48.29 7.487685
2097987 68 7.495122
2098016 72.07 7.497094
2099251 72.07 7.586096
2099363 72.07 7.594168
2099821 0.4163 7.627175
2100347 0.3479 7.627394
2103187 0.3483 7.628382
2103942 0.3333 7.628645
2103963 0.3488 7.628652
2106334 0.3471 7.629479
2106697 0.3487 7.629605
2109020 0.4058 7.630415
2109158 0.4588 7.630471
2109668 0.4574 7.630705
2110020 0.3508 7.630866
2110747 0.3318 7.631121
2111383 0.3326 7.631332
2113274 0.3102 7.631961
2113519 0.283 7.632037
2115791 0.258 7.63268
2120155 0.2579 7.633806
2123517 0.3072 7.634673
2128055 0.3364 7.636067
2135784 0.3135 7.638667
2136103 0.278 7.638767
2136380 0.2719 7.638844
2140010 0.28 7.639831
2140035 0.2723 7.639838
2141210 0.2695 7.640158
2141351 0.2728 7.640196
2144430 0.2726 7.641036
2145006 0.2728 7.641193
2149695 0.2729 7.642472
2160400 0.1 7.645393
2160530 0.02939 7.645406
2166995 0.02596 7.645596
2168613 0.02295 7.645638
2168918 0.02 7.645645
2169068 0 7.645648
2169122 0.01384 7.645648
2170206 0.01207 7.645663
2170869 0.01163 7.645671
2170955 0.01119 7.645672
2171491 0.01069 7.645678
2173081 0.01786 7.645695
2173137 0.01089 7.645696
2175892 0.03125 7.645726
2176404 0.0765 7.645742
2176587 0.08696 7.645756
2176610 0.1387 7.645758
2177194 0.08134 7.645839
2179948 0.09155 7.646063
2180516 0.1081 7.646115
2181608 0.5736 7.646233
2183001 0.3029 7.647032
2183176 0.1568 7.647085
2183463 0.1694 7.64713
2184006 0.1599 7.647222
2186238 0.1594 7.647579
2188936 0.1604 7.648009
2190775 0.2259 7.648304
2194897 0.2315 7.649235
2195800 0.247 7.649444
2196784 0.3 7.649687
2196964 0.3502 7.649741
2197735 0.4447 7.650011
2198241 0.4876 7.650236
2198846 0.4407 7.650531
2199352 0.3235 7.650754
2201899 0.1787 7.651578
2202246 0.1773 7.65164
2205669 0.1731 7.652247
2206576 0.1733 7.652404
2207453 0.1734 7.652556
2208860 0.2206 7.6528
2210270 0.2561 7.653111
2211051 0.2652 7.653311
