position COMBINED_rate(cM/Mb) Genetic_Map(cM)
538035 0.09312 1.548898
542771 0.09272 1.549339
542922 0.1021 1.549353
544802 2.892 1.549545
549450 2.841 1.562987
549658 2.749 1.563578
551745 2.749 1.569315
552574 2.683 1.571594
559083 1.436 1.58906
560603 1.421 1.591243
561019 1.372 1.591834
561592 0.9162 1.59262
562093 0.5068 1.593079
562535 0.5862 1.593303
563231 0.1918 1.593711
564717 0.1447 1.593996
564952 0.1089 1.59403
567074 0.1053 1.594261
567093 0.1006 1.594263
568663 0.09928 1.594421
572682 0.1002 1.59482
573111 0.1 1.594863
574231 0.09989 1.594975
583581 0.1006 1.595909
584197 0.09964 1.595971
585020 0.1012 1.596053
585366 0.1008 1.596088
585485 0.09748 1.5961
585803 0.1005 1.596131
586191 0.1009 1.59617
586776 0.09932 1.596229
587068 0.1001 1.596258
587737 0.1022 1.596325
588011 0.09937 1.596353
588484 0.1 1.5964
596503 0.09994 1.597202
599945 0.108 1.597546
600519 0.3137 1.597608
600978 0.7676 1.597752
601219 1.139 1.597937
601738 1.38 1.598528
601922 1.8 1.598782
601987 2.13 1.598899
602010 2.392 1.598948
602531 1.02 1.600194
602630 0.629 1.600295
603568 0.2478 1.600885
603798 0.1209 1.600942
606279 0.1242 1.601242
606593 0.1213 1.601281
607467 0.1381 1.601387
607916 0.1176 1.601449
607950 0.1252 1.601453
611440 0.1254 1.60189
614071 0.1204 1.60222
614179 3.088 1.602233
614281 0.1606 1.602548
614667 0.1227 1.60261
614830 0.12 1.60263
614880 0.1087 1.602636
616085 0.09505 1.602767
617074 0.08787 1.602861
621057 0.06897 1.603211
621086 0.09231 1.603213
621151 0.0878 1.603219
624431 0.08939 1.603507
625628 0.09328 1.603614
625896 0.09368 1.603639
626355 0.09129 1.603682
626596 0.1111 1.603704
626632 0.0985 1.603708
627099 0.1042 1.603754
628318 0.1053 1.603881
628489 0.1079 1.603899
630268 0.125 1.604091
630348 0.1255 1.604101
630810 0.12 1.604159
631285 0.07533 1.604216
632201 0.05814 1.604285
632287 0.04024 1.60429
632958 0.03704 1.604317
633174 0.0321 1.604325
633797 0.03175 1.604345
645263 0.03192 1.604709
650840 0.03233 1.604887
651273 0.03409 1.604901
653532 0.03571 1.604978
653644 0.03428 1.604982
654811 0.03427 1.605022
656299 0.03438 1.605073
656648 0.03925 1.605085
657183 0.09392 1.605106
657364 0.2308 1.605123
657611 0.3497 1.60518
658898 0.3491 1.60563
659004 0.291 1.605667
659193 0.2222 1.605722
659238 0.2353 1.605732
659255 0.25 1.605736
659267 0.1913 1.605739
660098 0.1911 1.605898
660527 0.1908 1.60598
664715 0.1616 1.606779
664913 0.09592 1.606811
665330 0.05449 1.606851
666376 0.05052 1.606908
667148 0.04988 1.606947
668391 0.07177 1.607009
668600 0.09195 1.607024
668687 0.09793 1.607032
670474 0.1094 1.607207
670730 0.1067 1.607235
670805 0.1185 1.607243
671742 0.1188 1.607354
672264 0.1619 1.607416
673277 0.1839 1.60758
673500 0.1885 1.607621
673919 0 1.6077
673921 0.1278 1.6077
674555 0.1158 1.607781
674650 0.1096 1.607792
674723 0.09677 1.6078
674940 0.09091 1.607821
675270 0.07792 1.607851
675347 0.08511 1.607857
675441 0.07353 1.607865
676053 0.06494 1.60791
676130 0.0687 1.607915
676392 0.06186 1.607933
676489 0.04255 1.607939
676536 0.04836 1.607941
677239 0.04402 1.607975
681033 0.04615 1.608142
681098 0.04236 1.608145
681759 0.04678 1.608173
681930 0.03934 1.608181
682235 0.04135 1.608193
685089 0.04147 1.608311
687838 0.04296 1.608425
689770 0.04407 1.608508
690360 0.05936 1.608534
690579 0.07929 1.608547
693732 0.1746 1.608797
694070 0.257 1.608856
695000 0.2958 1.609095
695071 0.356 1.609116
696571 0.5841 1.60965
696684 0.7868 1.609716
697017 0.8204 1.609978
697262 0.3176 1.610179
697495 0.1661 1.610253
697778 0.1231 1.6103
699021 0.06731 1.610453
699229 0.04214 1.610467
704046 0.04225 1.61067
704969 0.04651 1.610709
705141 0.04139 1.610717
706035 0.042 1.610754
709368 0.09071 1.610894
710261 0.1319 1.610975
711254 0.223 1.611106
711559 0.2747 1.611174
712116 0.305 1.611327
713021 0.5435 1.611603
714629 1.147 1.612477
714799 1.131 1.612672
714860 1.347 1.612741
715718 1.286 1.613897
715725 1.289 1.613906
715922 0.7044 1.61416
716602 0.3146 1.614639
717171 0.2895 1.614818
719257 0.2891 1.615422
721436 0.2857 1.616052
721625 0.2899 1.616106
723122 0.2895 1.61654
726435 0.9321 1.617499
726656 1.325 1.617705
727123 1.693 1.618324
729185 4.748 1.621815
729665 4.753 1.624094
729948 4.74 1.625439
733582 2.896 1.642665
733707 0.9542 1.643027
736087 1.231 1.645298
736364 1.092 1.645639
736603 0.658 1.6459
739688 0.6627 1.64793
740186 0.6802 1.64826
740877 0.6796 1.64873
741601 0.6552 1.649222
741746 0.5344 1.649317
744946 0.4327 1.651027
745258 0.3656 1.651162
745827 0.3697 1.65137
745992 0.3556 1.651431
746307 0.3479 1.651543
746695 0.3459 1.651678
750578 0.3609 1.653021
750747 0.3745 1.653082
752680 0.3652 1.653806
754490 0.3059 1.654467
754575 0.2555 1.654493
758211 0.2429 1.655422
758738 0.2329 1.65555
759133 0.2287 1.655642
760926 0.227 1.656052
764137 0.2223 1.656781
769044 0.2278 1.657872
770655 0.2149 1.658239
771153 0.1991 1.658346
773986 0.1803 1.65891
774219 0.1607 1.658952
777300 0.1513 1.659447
781021 0.1474 1.66001
781489 0.1476 1.660079
782512 0.1468 1.66023
784603 0.1478 1.660537
784894 0.1474 1.66058
784989 0.1466 1.660594
789280 0.1679 1.661223
790114 0.3387 1.661363
790176 0.5296 1.661384
792776 0.6806 1.662761
794936 1.195 1.664231
795424 38.19 1.664814
796780 38.19 1.716602
797882 6.078 1.75869
802769 5.899 1.788391
803622 5.101 1.793423
807707 4.922 1.814262
808786 4.615 1.819573
809293 4.173 1.821913
812542 1.429 1.83547
816212 1.342 1.840716
817774 0.9227 1.842812
823892 0.9265 1.848457
824790 0.929 1.849289
825846 0.9303 1.85027
826951 0.9319 1.851298
828918 0.936 1.853131
829043 0.9313 1.853248
830498 1.286 1.854603
830533 1.693 1.854648
830647 2.004 1.854841
831107 2.452 1.855763
831359 2.718 1.856381
831919 2.415 1.857903
832061 2.279 1.858246
832122 2.224 1.858385
832528 2.94 1.859288
832810 22.05 1.860117
833687 24.34 1.879452
835613 9.098 1.926324
840166 9.083 1.967748
840989 8.987 1.975223
842147 8.977 1.98563
842498 6.472 1.988781
842534 1.967 1.989014
843592 1.755 1.991095
843641 1.553 1.991181
846462 1.558 1.995563
846575 1.567 1.995739
846815 1.573 1.996115
848763 1.613 1.99918
851360 1.733 2.003369
851880 1.714 2.00427
852086 1.768 2.004623
852871 1.755 2.006011
853112 0.9136 2.006434
860832 0.9385 2.013487
864995 0.7701 2.017394
865182 0.7732 2.017538
866227 1.609 2.018346
869403 1.61 2.023455
871811 2.558 2.027333
872094 5.256 2.028057
874260 6.227 2.039441
875010 6.349 2.044111
876485 9.026 2.053476
877800 9 2.065345
877803 11.33 2.065372
877806 13.58 2.065406
877998 13.62 2.068014
878100 13.64 2.069403
878167 15.93 2.070317
878293 16.05 2.072324
878708 16.04 2.078983
879176 15.22 2.086492
879430 13.87 2.090359
879659 12.57 2.093535
879712 12.43 2.094201
879758 12.06 2.094773
879809 9.783 2.095388
879878 7.126 2.096063
880340 6.962 2.099355
881177 6.954 2.105182
881396 6.951 2.106705
881723 6.904 2.108978
883114 1.734 2.118581
883588 1.731 2.119403
883696 1.735 2.11959
884544 1.783 2.121061
884913 1.77 2.121719
885156 1.76 2.122149
885522 1.945 2.122793
885997 1.917 2.123717
886045 1.917 2.123809
887291 1.919 2.126197
887328 1.864 2.126268
887505 1.569 2.126598
887563 1.269 2.126689
888098 0.9635 2.127368
889877 0.9667 2.129082
889907 0.9833 2.129111
889967 1.006 2.12917
890131 1.006 2.129335
890765 1.005 2.129973
891593 1.005 2.130805
891971 1.006 2.131185
892595 1.035 2.131813
892851 1.039 2.132078
893132 1.038 2.13237
893265 1.038 2.132508
894827 1.042 2.134129
895525 3.343 2.134856
896547 3.5 2.138273
896557 3.56 2.138308
896607 3.547 2.138486
896693 3.906 2.138791
896810 3.906 2.139248
897203 3.432 2.140783
897328 2.8 2.141212
897353 2.127 2.141282
898261 2.147 2.143213
900770 1.812 2.1486
900818 1.46 2.148687
901512 1.459 2.1497
903943 1.456 2.153247
906403 1.449 2.156829
908634 1.472 2.160062
909164 1.575 2.160842
909251 1.743 2.160979
909453 2.07 2.161331
909510 2.293 2.161449
909892 2.349 2.162325
910084 2.432 2.162776
910559 2.421 2.163931
910635 2.597 2.164115
910754 2.589 2.164424
911080 2.592 2.165268
911178 2.595 2.165522
911289 2.585 2.16581
911930 2.583 2.167467
912383 2.844 2.168637
912428 2.835 2.168765
912561 3.307 2.169142
913010 4.792 2.170627
913855 18.24 2.174676
913876 30.28 2.175059
915281 30.28 2.217598
916444 30.28 2.252811
917084 30 2.272188
917085 30.28 2.272218
917152 30.27 2.274247
918021 30.27 2.300553
919492 29.92 2.345082
920583 16.56 2.377729
923367 16.65 2.423828
923723 16.78 2.429755
923791 16.83 2.430896
924783 14.72 2.447596
924986 12.49 2.450585
927869 6.943 2.48659
928427 6.504 2.490464
929127 6.478 2.495017
929918 6 2.500141
929944 3.128 2.500297
930497 1.736 2.502027
930550 1.242 2.502119
930682 1.215 2.502283
930747 1.172 2.502362
932262 1.174 2.504137
932778 1.302 2.504743
932993 2.364 2.505023
933015 3.5 2.505075
933025 4.679 2.50511
933277 5.708 2.506289
933301 5.714 2.506426
933357 5.957 2.506746
933380 6.182 2.506883
933391 6.614 2.506951
933435 7.78 2.507242
933476 10.11 2.507561
934020 10.14 2.513063
934515 10.14 2.518083
934557 9.672 2.518509
934935 8.464 2.522165
936141 7.921 2.532373
936217 7.678 2.532975
936338 7.624 2.533904
936724 7.735 2.536847
937489 7.987 2.542764
937565 9.022 2.543371
937657 10.48 2.544201
937752 11 2.545197
937754 12.53 2.545219
939211 12.61 2.563471
943241 12.6 2.614272
943808 11.58 2.621414
944274 4.029 2.626812
944484 1.476 2.627658
944936 1.333 2.628325
945029 1.19 2.628449
946815 1.187 2.630575
946986 1.18 2.630778
947302 1.179 2.631151
948634 1.179 2.632721
950392 1.24 2.634793
954017 22.5 2.639287
957986 22.62 2.7286
958293 22.62 2.735543
959009 22.64 2.751736
959020 22.61 2.751985
959385 8.818 2.760239
960222 8.82 2.76762
960311 8.8 2.768405
960346 8.817 2.768713
962259 8.884 2.785579
962302 8.868 2.785961
964224 9.185 2.803006
965251 9.184 2.812439
966979 9.191 2.828309
969539 9.195 2.851837
969846 9.197 2.85466
970868 9.189 2.864059
971356 8.838 2.868543
974686 1.567 2.897972
975911 1.422 2.899892
977413 1.422 2.902028
977951 1.382 2.902793
978236 1.337 2.903187
981370 1.325 2.907378
992950 1.357 2.92272
993062 1.384 2.922872
998590 2.262 2.930524
999082 2.27 2.931637
1001743 2.756 2.937678
1004667 3.356 2.945737
1005262 3.474 2.947734
1005555 3.588 2.948752
1006211 3.5 2.951106
1006413 2.959 2.951813
1008054 5.261 2.956668
1010340 10.72 2.968694
1012128 10.73 2.987855
1013906 10.73 3.006935
1020029 9.85 3.072627
1020676 7.856 3.079
1022524 2.711 3.093518
1024424 2.62 3.098669
1025477 3.113 3.101428
1025936 4.229 3.102857
1025971 5.341 3.103005
1026384 5.838 3.105211
1026501 9.3 3.105894
1026924 9.355 3.109828
1027279 9.357 3.113149
1027293 9.362 3.11328
1027636 13.04 3.116491
1027711 15.04 3.117469
1027762 17.56 3.118236
1027976 17.61 3.121993
1028697 17.61 3.134692
1028753 17.63 3.135678
1028783 17.62 3.136207
1033060 10.05 3.211552
1033611 10.03 3.21709
1037465 10.03 3.255757
1037830 10.82 3.259419
1038199 11.56 3.26341
1038406 11.56 3.265803
1038952 10.78 3.272113
1038993 9.332 3.272555
1039839 9.27 3.28045
1040135 6.068 3.283194
1041306 1.128 3.2903
1041820 1.123 3.29088
1042324 1.128 3.291446
1043993 1.133 3.293329
1044909 1.156 3.294367
1045050 1.178 3.29453
1045331 2.826 3.294861
1045572 1.134 3.295542
1046657 0.9082 3.296772
1046951 0.8252 3.297039
1047157 0.8049 3.297209
1047239 0.7727 3.297275
1047327 0.7778 3.297343
1047435 0.7586 3.297427
1047464 0.7703 3.297449
1047538 0.7586 3.297506
1047567 0.7682 3.297528
1047718 0.7965 3.297644
1048180 1.333 3.298012
1048249 1.982 3.298104
1048467 2.571 3.298536
1049103 7.455 3.300171
1049125 11.32 3.300335
1050216 12.24 3.312683
1050420 12.22 3.31518
1050497 12.78 3.316121
1050763 7.94 3.31952
1056275 2.905 3.363287
1056981 0.4741 3.365338
1058660 0.389 3.366134
1060462 0.3877 3.366835
1062074 0.3791 3.36746
1067173 0.655 3.369393
1067857 0.6649 3.369841
1072199 14.09 3.372728
1075413 2.257 3.418021
1077973 2.385 3.423798
1077999 2.485 3.42386
1078372 2.42 3.424787
1081077 2.418 3.431333
1083502 4.178 3.437197
1083911 6.343 3.438906
1083981 8.842 3.43935
1084000 9.326 3.439518
1087650 8.162 3.473558
1087724 7.168 3.474162
1087825 2.514 3.474886
1090360 0.6705 3.48126
1091495 0.6364 3.482021
1091572 0.5873 3.48207
1092626 0.5885 3.482689
1093795 0.6 3.483377
1094020 0.6747 3.483512
1094312 1.098 3.483709
1094353 1.716 3.483754
1095529 2.287 3.485772
1095630 2.301 3.486003
1096038 1.527 3.486942
1096387 0.7631 3.487475
1097780 0.7029 3.488538
1098470 0.7033 3.489023
1098770 0.6998 3.489234
1099606 0.7117 3.489819
1100168 0.9474 3.490219
1100187 1.163 3.490237
1100340 5.71 3.490415
1100371 9.03 3.490592
1100471 9.829 3.491495
1100868 10.63 3.495397
1101712 10.01 3.504366
1103206 6.008 3.519325
1103450 4.816 3.520791
1103488 3.688 3.520974
1103918 3.702 3.52256
1104059 3.129 3.523082
1104300 3.081 3.523836
1104914 3.178 3.525728
1105916 3.2 3.528912
1106131 3.202 3.5296
1107238 3.212 3.533145
1110664 3.216 3.544151
1113008 3.217 3.551689
1115252 3.218 3.558907
1116444 3.223 3.562743
1116655 3.219 3.563423
1116943 3.176 3.56435
1119591 3.326 3.572761
1121190 3.297 3.578079
1121348 3.283 3.5786
1121408 3.593 3.578797
1122827 3.265 3.583895
1123182 3.26 3.585054
1123763 1.86 3.586948
1124497 0.5926 3.588313
1130376 0.5967 3.591797
1133917 0.7407 3.59391
1133944 0.8939 3.59393
1139752 2.254 3.599122
1144177 2.337 3.609097
1145673 2.337 3.612593
1146088 2.332 3.613563
1150950 2.448 3.624899
1154953 3.799 3.634699
1155550 5.056 3.636967
1155568 5.809 3.637058
1156736 10.54 3.643843
1157969 10.54 3.656841
1159083 10.58 3.668584
1161220 10.58 3.6912
1162319 10.58 3.702831
1165099 5.722 3.732253
1168330 5.724 3.750742
1168620 5.72 3.752402
1169403 5.718 3.756881
1170009 5.717 3.760346
1170069 5.72 3.760689
1170144 5.718 3.761118
1172113 5.717 3.772376
1174977 5.84 3.788749
1176906 8.971 3.800014
1181037 8.788 3.837075
1181230 7.246 3.838771
1181413 4.273 3.840097
1181435 2.008 3.840191
1181671 1.2 3.840665
1182122 1.167 3.841206
1182128 1.151 3.841213
1183014 1.034 3.842233
1183188 0.9397 3.842413
1184515 0.9549 3.84366
1185025 1.007 3.844147
1186979 2.124 3.846115
1187511 2.584 3.847245
1187881 3.081 3.848201
1188581 3.107 3.850358
1189125 3.123 3.852048
1189998 3.15 3.854774
1190825 3.355 3.857379
1191067 3.702 3.858191
1191846 4.166 3.861075
1193501 8.017 3.867969
1193561 9.547 3.86845
1193636 9.692 3.869166
1194090 9.691 3.873566
1195318 9.633 3.885466
1195397 5.545 3.886227
1195430 2.997 3.88641
1197175 1.375 3.89164
1197705 1.374 3.892369
1198288 0.932 3.89317
1199303 0.9326 3.894116
1200312 0.9279 3.895057
1200728 0.8449 3.895443
1200915 0.7769 3.895601
1201426 0.7302 3.895998
1202460 0.7211 3.896753
1206311 0.7206 3.89953
1209733 0.7233 3.901996
1209892 0.7204 3.902111
1211616 0.7178 3.903353
1211779 0.7199 3.90347
1213307 0.7179 3.90457
1213697 0.7121 3.90485
1214833 0.7114 3.905659
1215637 0.7117 3.906231
1216532 0.7872 3.906868
1216579 0.942 3.906905
1217096 2.38 3.907392
1217246 3.506 3.907749
1217503 4.398 3.90865
1218296 5.433 3.912138
1218393 6.45 3.912665
1220388 6.451 3.925533
1250564 6.454 4.120191
1250760 6.451 4.121456
1250862 6.363 4.122114
1251242 5.645 4.124532
1252494 5.278 4.1316
1253002 4.691 4.134281
1254434 4.687 4.140999
1255002 4.66 4.143661
1256292 4.581 4.149672
1258809 6.411 4.161203
1258904 7.052 4.161812
1259304 8.342 4.164633
1259380 9.342 4.165267
1259611 9.595 4.167425
1260498 9.845 4.175936
1260679 10.06 4.177718
1261003 10.2 4.180976
1265382 10.21 4.225659
1273708 10.21 4.310651
1278872 0.6734 4.363395
1280060 0.6545 4.364195
1280170 0.6537 4.364267
1281276 0.6489 4.36499
1285976 1.018 4.36804
1286033 1.358 4.368098
1291704 1.023 4.375801
1291747 0.659 4.375845
1292794 0.6915 4.376535
1293747 1.682 4.377194
1294263 1.723 4.378062
1295130 1.827 4.379556
1295205 1.895 4.379693
1297158 2.046 4.383394
1297399 2.062 4.383887
1299997 2.11 4.389243
1300323 2.625 4.389931
1300387 3.384 4.390099
1300830 3.463 4.391598
1300897 3.51 4.39183
1300997 3.521 4.392181
1301118 3.524 4.392607
1301570 3.526 4.3942
1302626 3.566 4.397923
1302748 3.538 4.398358
1302761 3.525 4.398404
1304173 3.47 4.403381
1304420 3.4 4.404238
1304425 3.455 4.404255
1305868 6.261 4.40924
1306574 9.215 4.41366
1306653 9.214 4.414388
1306695 9.244 4.414775
1307011 10.82 4.417696
1307207 7.171 4.419816
1312628 1.284 4.458691
1314305 1.283 4.460844
1315319 1.244 4.462145
1315754 1.123 4.462686
1317027 0.9804 4.464116
1317078 0.8123 4.464166
1320563 0.7076 4.466997
1321442 0.7078 4.467619
1322503 0.712 4.46837
1325642 0.7143 4.470605
1325656 0.7206 4.470615
1325928 0.729 4.470811
1327046 0.7335 4.471626
1327774 0.9301 4.47216
1328060 0.9296 4.472426
1328472 0.7339 4.472809
1329449 3.114 4.473526
1329773 2.097 4.474535
1329804 1.22 4.4746
1329945 0.7225 4.474772
1330172 0.7111 4.474936
1330262 0.7288 4.475
1330321 0.75 4.475043
1330341 0.7277 4.475058
1330554 0.7323 4.475213
1330752 0.7817 4.475358
1330981 1.084 4.475537
1331743 1 4.476363
1331771 0.9841 4.476391
1332023 0.9488 4.476639
1332433 0.939 4.477028
1333662 1.019 4.478182
1334760 1.031 4.479301
1335567 1.09 4.480133
1336499 0.8824 4.481149
1336652 0.8327 4.481284
1337399 0.764 4.481906
1337649 0.7351 4.482097
1337800 0.6623 4.482208
1337877 0.5909 4.482259
1337899 0.5089 4.482272
1338011 0.2857 4.482329
1338018 0.3774 4.482331
1338940 0.3764 4.482679
1339729 0.4053 4.482976
1340146 0.6296 4.483145
1340254 0.878 4.483213
1340295 1.73 4.483249
1340647 1.737 4.483858
1340685 2.077 4.483924
1341545 0.817 4.48571
1341698 0.7318 4.485835
1345098 0.2703 4.488323
1345172 0.1602 4.488343
1346483 0.041 4.488553
1351581 0.03987 4.488762
1352208 0.04094 4.488787
1360904 0.6443 4.489143
1361770 0.04018 4.489701
1362218 0.04133 4.489719
1364178 0.04156 4.4898
1364563 0.04073 4.489816
1365275 0.04386 4.489845
1365389 0.04125 4.48985
1367086 0.08511 4.48992
1367133 0.1185 4.489924
1367268 0.1903 4.48994
1367904 0.6798 4.490061
1368941 0.1762 4.490766
1369605 0.2104 4.490883
1370028 0.1643 4.490972
1371069 0.1639 4.491143
1371435 0.1786 4.491203
1371519 0.6154 4.491218
1371753 0.6173 4.491362
1372205 0.6158 4.491641
1372546 0.2627 4.491851
1373292 0.1989 4.492047
1373830 0.1631 4.492154
1375001 0.4469 4.492345
1375274 0.447 4.492467
1375406 0.6725 4.492526
1375803 0.9294 4.492793
1376129 0.004373 4.493096
1376815 0.01163 4.493099
1376901 0 4.4931
1376985 0.004762 4.4931
1377195 0.004864 4.493101
1378223 0.005764 4.493106
1378570 0.004577 4.493108
1379007 0.004425 4.49311
1379685 0.005342 4.493113
1380621 0.03614 4.493118
1380704 2.025 4.493121
1381028 0.008418 4.493777
1385661 0.007557 4.493816
1386455 0.008345 4.493822
1390769 0.007092 4.493858
1391192 0.01563 4.493861
1391320 0.03559 4.493863
1391601 0.4242 4.493873
1392709 0.01566 4.494343
1394178 0.01493 4.494366
1394312 0.01617 4.494368
1394683 0.0155 4.494374
1396489 0.01587 4.494402
1396615 0.01944 4.494404
1397541 0.07619 4.494422
1397646 1.636 4.49443
1398516 0.8474 4.495853
1399178 0.9361 4.496414
1405534 1.237 4.502364
1406556 1.282 4.503628
1406939 1.216 4.504119
1412415 1.217 4.510778
1414467 0.6033 4.513275
1416819 0.4062 4.514694
1416851 0.401 4.514707
1422003 0.08065 4.516773
1424421 0.07578 4.516968
1428512 0.06818 4.517278
1429260 0.06923 4.517329
1433088 0.08 4.517594
1433113 0.0609 4.517596
1438187 0.01585 4.517905
1445695 0 4.518024
1445740 0.01532 4.518024
1449135 0.1111 4.518076
1449144 0.01521 4.518077
1449407 0.01649 4.518081
1452257 0.02821 4.518128
1453285 0.07254 4.518157
1454829 0.3072 4.518269
1459986 0.8085 4.519853
1460033 1.12 4.519891
1460224 0.8 4.520105
1460239 0.5615 4.520117
1461304 0.5403 4.520715
1461602 0.5065 4.520876
1462453 0.3785 4.521307
1462667 0.3066 4.521388
1463828 0.3062 4.521744
1465784 0.3054 4.522343
1466285 0.3068 4.522496
1467165 0.4458 4.522766
1467248 0.5562 4.522803
1467426 0.8958 4.522902
1467829 1.633 4.523263
1468458 4.067 4.52429
1468741 7.919 4.525441
1469676 8.118 4.532845
1469693 8.086 4.532983
1471209 7.711 4.545241
1471555 6.606 4.547909
1475842 5.778 4.576227
1475959 5.058 4.576903
1477711 4.697 4.585764
1480599 9.097 4.599328
1484390 9.099 4.633813
1487205 4.758 4.659428
1490192 1.391 4.67364
1492903 1.115 4.677412
1494443 1.316 4.679129
1494462 1.452 4.679154
1495006 1.716 4.679944
1497598 1.585 4.684393
1498319 1.043 4.685536
1498669 0.9255 4.685901
1498991 0.6801 4.686199
1499932 0.6733 4.686839
