position COMBINED_rate(cM/Mb) Genetic_Map(cM)
185491 0.2585 0.151954
190281 0.226 0.153192
190896 0.2286 0.153331
191211 0.1893 0.153403
197889 0.1878 0.154667
202480 0.1869 0.155529
206279 0.1865 0.156239
209733 0.1862 0.156883
212300 0.1857 0.157361
214643 0.1857 0.157796
215160 0.1856 0.157892
219034 0.1853 0.158611
226162 0.1856 0.159932
226550 0.1896 0.160004
227125 0.2006 0.160113
227459 0.2181 0.16018
227913 0.2506 0.160279
234557 0.3355 0.161944
235314 0.4763 0.162198
236983 0.5149 0.162993
243563 0.6827 0.166381
243916 1.028 0.166622
244387 1.027 0.167106
245719 0.7143 0.168474
245796 0.4159 0.168529
248138 0.4071 0.169503
248251 0.4053 0.169549
248589 0.4062 0.169686
250642 0.4056 0.17052
254515 0.4048 0.172091
254804 0.3913 0.172208
254850 0.4034 0.172226
255378 0.4028 0.172439
260381 0.4021 0.174454
260575 0.4027 0.174532
261854 1.358 0.175047
262636 1.364 0.176109
268414 1.541 0.183993
268475 1.728 0.184087
269512 8.109 0.185879
274403 8.106 0.22554
276455 8.049 0.242174
278916 7.803 0.261983
279671 7.75 0.267874
279819 7.693 0.269021
283146 7.74 0.294614
285373 5.09 0.311852
286396 4.727 0.317059
286916 2.337 0.319517
287017 0.9289 0.319753
287678 0.5237 0.320367
289385 0.5242 0.321261
291079 0.5294 0.322149
291385 0.5269 0.322311
291664 0.5446 0.322458
292191 0.559 0.322745
296474 0.5604 0.325139
296772 0.565 0.325306
297326 0.6004 0.325619
298222 0.6215 0.326157
298687 0.6311 0.326446
299221 0.6389 0.326783
299293 0.6316 0.326829
299331 0.6324 0.326853
301673 0.635 0.328334
302736 0.6375 0.329009
304143 0.6366 0.329906
306105 0.6438 0.331155
306689 0.6163 0.331531
307424 0.6176 0.331984
308308 0.6172 0.33253
309567 0.5648 0.333307
309953 0.5168 0.333525
312459 0.4749 0.33482
312638 0.4369 0.334905
317174 0.4407 0.336887
317984 0.4429 0.337244
319140 0.4467 0.337756
319384 0.4552 0.337865
319663 0.456 0.337992
322597 0.459 0.33933
323817 0.4591 0.33989
325198 0.4606 0.340524
325782 0.4661 0.340793
325900 0.4631 0.340848
326781 0.465 0.341256
327794 0.4626 0.341727
330425 0.4637 0.342944
331141 0.461 0.343276
331590 0.4575 0.343483
336423 0.4578 0.345694
337867 0.4576 0.346355
342461 0.4631 0.348457
343342 0.4679 0.348865
345396 0.466 0.349826
347044 0.4533 0.350594
347269 0.4433 0.350696
348151 0.437 0.351087
350245 0.4391 0.352002
350475 0.4373 0.352103
351209 0.4377 0.352424
354750 1.021 0.353974
355416 1.092 0.354654
358372 0.4842 0.357882
359415 0.5102 0.358387
360054 0.5759 0.358713
360212 0.6323 0.358804
364930 0.63 0.361787
369092 0.629 0.364409
369154 0.6288 0.364448
370140 0.6271 0.365068
370907 0.6276 0.365549
374277 0.6224 0.367664
374420 0.6307 0.367753
376432 0.6364 0.369022
376476 0.636 0.36905
379951 0.7833 0.37126
380011 1.642 0.371307
382751 2.932 0.375805
383623 6.409 0.378362
386257 6.77 0.395243
389550 7.181 0.417535
391809 7.848 0.433758
392805 1.741 0.441575
396362 1.91 0.447767
398172 2.465 0.451224
399345 2.689 0.454115
399554 2.874 0.454677
400309 2.9 0.456847
400759 2.828 0.458152
401026 2.826 0.458907
405232 2.826 0.470794
405497 2.805 0.471543
405646 2.351 0.471961
406416 1.224 0.473771
406483 0.2038 0.473853
411762 0.2038 0.474929
417585 0.2063 0.476116
423930 0.208 0.477425
424180 0.2094 0.477477
427619 0.2099 0.478197
430096 0.2126 0.478717
430510 0.2137 0.478805
430875 0.2167 0.478883
435555 0.2372 0.479897
439193 0.2488 0.48076
439603 0.762 0.480862
440267 0.8042 0.481368
440645 0.7724 0.481672
441405 0.7453 0.482259
441566 0.7469 0.482379
442368 0.7438 0.482978
443863 0.7463 0.48409
445538 0.6855 0.48534
445662 0.4811 0.485425
451362 0.3221 0.488167
457904 0.3251 0.490274
460417 0.356 0.491091
461094 0.3596 0.491332
461183 0.3831 0.491364
461337 0.3991 0.491423
461763 0.4069 0.491593
461967 0.3455 0.491676
464407 0.3157 0.492519
466922 0.315 0.493313
471532 0.3191 0.494765
471579 0.3156 0.49478
472672 0.3148 0.495125
474305 0.3159 0.495639
475812 0.3155 0.496115
477457 0.3234 0.496634
477961 0.3348 0.496797
483465 0.3351 0.49864
484954 0.3352 0.499139
485136 0.3351 0.4992
486631 0.3455 0.499701
486686 0.3366 0.49972
487913 0.3676 0.500133
489140 1.066 0.500584
490258 3.822 0.501776
492029 3.764 0.508545
497207 1.611 0.528037
497297 0.8634 0.528182
497458 0.09899 0.528321
500337 0.0972 0.528606
502621 0.09709 0.528828
506298 0.09091 0.529185
506375 0.09859 0.529192
506801 0.0974 0.529234
514881 0.09788 0.530021
520623 0.2218 0.530583
522855 2.523 0.531078
525312 2.442 0.537278
530124 0.581 0.549031
537804 7.721 0.553493
541586 4.86 0.582692
544453 4.708 0.596625
546073 4.827 0.604252
546442 4.279 0.606033
551632 8.776 0.628243
552595 8.779 0.636694
554554 9.005 0.653893
556104 9.004 0.66785
559130 8.955 0.695095
562698 1.023 0.727046
573238 0.4178 0.737833
574114 0.3212 0.738199
576346 0.00818 0.738916
578302 0.007834 0.738932
580089 0.006329 0.738946
580405 0.007692 0.738948
580665 0.02222 0.73895
580710 0.005208 0.738951
580902 0.008043 0.738952
582767 0.00838 0.738967
583125 0.008772 0.73897
583353 0 0.738972
583354 0.007317 0.738972
583764 0.009086 0.738975
585525 2.141 0.738991
585794 0.3808 0.739567
587212 0.06351 0.740107
591164 0.07538 0.740358
592610 0.1314 0.740467
593873 0.1385 0.740633
594393 0.1778 0.740705
594438 0.2046 0.740713
595968 0.2 0.741026
596388 0.2121 0.74111
596421 0.1933 0.741117
596571 0.1912 0.741146
596639 0.1903 0.741159
596865 0.1844 0.741202
597006 0.1591 0.741228
597094 0.1592 0.741242
600788 0.1346 0.74183
601115 0.1159 0.741874
601279 0.1023 0.741893
602941 0.09651 0.742063
605262 1.909 0.742287
605648 1 0.743024
605686 0.0923 0.743062
609543 0.09174 0.743418
611080 0.08065 0.743559
611142 0.09326 0.743564
611335 0.09127 0.743582
615323 0.09102 0.743946
621245 0.095 0.744485
624424 0.09634 0.744787
625680 0.1515 0.744908
626261 0.2596 0.744996
626989 1.033 0.745185
627629 0.3556 0.745846
627854 0.2831 0.745926
628020 0.261 0.745973
628430 0.2595 0.74608
628877 0.2637 0.746196
629241 0.2632 0.746292
629412 0.2754 0.746337
629953 0.2938 0.746486
630695 0.3677 0.746704
632566 0.3994 0.747392
635708 0.8933 0.748647
647118 0.8931 0.75884
647249 0.8878 0.758957
650644 0.882 0.761971
655795 0.7327 0.766514
657295 0.7179 0.767613
660255 0.477 0.769738
661905 0.2287 0.770525
662867 0.2307 0.770745
665060 0.2387 0.771251
665990 0.2626 0.771473
666287 0.3617 0.771551
666428 0.5196 0.771602
667523 0.619 0.772171
667544 0.6986 0.772184
670746 0.7009 0.774421
670960 0.8462 0.774571
670986 0.9777 0.774593
674084 0.9728 0.777622
675335 0.9585 0.778839
681725 0.913 0.784964
681771 0.8542 0.785006
685921 0.9925 0.788551
687793 1.01 0.790409
690466 1.22 0.793109
696884 1.221 0.800939
700107 1.464 0.804874
701873 1.472 0.80746
704230 1.463 0.810929
707459 1.462 0.815652
709602 1.501 0.818784
710298 1.637 0.819829
710411 1.787 0.820014
714040 0.9562 0.826499
716485 0.8129 0.828837
718334 0.8105 0.83034
719247 0.8119 0.83108
720103 0.8222 0.831775
720148 0.8385 0.831812
724692 0.7995 0.835622
728024 0.7726 0.838286
728820 0.736 0.838901
730339 0.6972 0.840019
733004 0.6901 0.841877
735279 0.6751 0.843447
737738 0.6742 0.845107
739761 4.228 0.846471
742190 16.67 0.856741
748489 16.44 0.961758
750821 16.43 1.000106
751627 16.43 1.013348
751796 16.42 1.016124
752234 16.47 1.023318
754760 16.22 1.064921
756655 15.78 1.095649
759963 14.55 1.147857
760039 12.31 1.148963
760143 1.44 1.150243
761433 1.329 1.1521
761746 1.276 1.152516
766072 1.273 1.158038
768559 1.266 1.161203
774098 1.266 1.168217
778466 1.265 1.173748
778844 1.386 1.174226
779230 1.388 1.174761
779583 1.288 1.175251
779955 1.265 1.17573
780953 1.241 1.176992
781464 1.187 1.177626
781496 1.116 1.177664
781539 1.052 1.177712
785298 1.047 1.181667
786149 1.044 1.182558
789978 0.92 1.186554
790378 0.7717 1.186922
790597 0.7733 1.187091
790769 0.6961 1.187224
791710 0.6768 1.187879
795819 0.6766 1.19066
797597 0.6712 1.191863
797743 0.6775 1.191961
802137 1.051 1.194938
804689 2.297 1.197621
805717 13.13 1.199982
810673 13.11 1.265056
812833 7.58 1.293381
815040 3.358 1.310109
817937 3.324 1.319838
818453 2.184 1.321553
820950 1.963 1.327006
824641 2.111 1.334251
824650 2.237 1.33427
825050 2.556 1.335165
825068 2.833 1.335211
825116 3.101 1.335347
825402 2.912 1.336234
825708 2.897 1.337125
825737 1.829 1.337209
825772 1.839 1.337273
828324 1.839 1.341967
828634 1.839 1.342537
830773 1.84 1.34647
835032 1.86 1.354305
836376 1.86 1.356805
839656 1.992 1.362905
841352 1.992 1.366284
842018 2.945 1.367611
845079 25.57 1.376626
847566 25.71 1.440217
848328 6.602 1.459805
852322 4.905 1.486173
853638 4.826 1.492628
853776 4.83 1.493294
854551 4.703 1.497037
854871 4.702 1.498542
854995 4.619 1.499125
855016 4.533 1.499222
855031 4.165 1.49929
855122 1.15 1.499669
855356 1.133 1.499938
855559 1.25 1.500168
855563 1.085 1.500173
855622 1.086 1.500237
855762 1.058 1.500389
856225 1.006 1.500879
856887 0.5452 1.501545
860950 0.5893 1.50376
861717 0.7277 1.504212
863781 0.7287 1.505714
864426 0.7282 1.506184
866122 0.7277 1.507419
867767 0.7373 1.508616
870310 0.7358 1.510491
870416 0.7814 1.510569
873865 4.007 1.513264
878106 1.143 1.530257
879428 0.9823 1.531768
879711 0.9498 1.532046
880010 0.9302 1.53233
881686 0.9465 1.533889
882359 1.034 1.534526
883238 1.244 1.535435
883778 2.038 1.536107
883911 2.643 1.536378
884180 2.89 1.537089
884679 3.024 1.538531
885480 3.747 1.540953
885567 13.31 1.541279
888014 13.3 1.573838
888106 13.3 1.575062
888365 12.52 1.578506
888967 12.5 1.586046
889312 12.49 1.59036
889795 2.551 1.596392
893361 2.285 1.60549
897817 47.3 1.615674
898966 47.3 1.670023
900922 0.1613 1.762545
907885 0.156 1.763668
910725 0.1534 1.764111
911051 0.1489 1.764161
915679 0.1489 1.76485
918292 0.1492 1.765239
920598 0.1492 1.765583
924411 0.1486 1.766152
925966 0.1497 1.766383
926554 0.1489 1.766471
929006 0.149 1.766836
932456 0.6596 1.76735
932503 1.159 1.767381
932572 1.25 1.767461
932832 1.281 1.767786
933163 1.302 1.76821
933292 1.273 1.768378
935717 0.92 1.771465
935767 0.6613 1.771511
935891 0.625 1.771593
935947 0.5647 1.771628
936758 1.291 1.772086
937256 0.6765 1.772729
937358 0.4615 1.772798
937371 0.1858 1.772804
937877 9.534 1.772898
937935 9.541 1.773451
937972 1.75 1.773804
937996 0.3108 1.773846
938070 0.1837 1.773869
938168 0.1634 1.773887
938578 0.1608 1.773954
938889 0.1743 1.774004
938998 0.2124 1.774023
939191 1.789 1.774064
939381 1.574 1.774404
939449 1.136 1.774511
939633 0.9911 1.77472
939858 0.2209 1.774943
940021 0.1534 1.774979
940386 0.1429 1.775035
940400 0.1494 1.775037
940815 0.1446 1.775099
940898 0.1346 1.775111
941002 0.1198 1.775125
941219 0.09035 1.775151
941872 0.08219 1.77521
942091 0.07177 1.775228
942300 0.06897 1.775243
942590 0.06469 1.775263
942961 0.06636 1.775287
943820 0.06801 1.775344
944364 0.06866 1.775381
944699 0.06915 1.775404
944887 0.08205 1.775417
945082 0.1053 1.775433
945101 0.09091 1.775435
945156 0.1274 1.77544
945894 2.441 1.775534
946150 0.1505 1.776159
954554 0.15 1.777424
954694 0.1511 1.777445
957461 0.1523 1.777863
957763 0.1517 1.777909
959035 0.2923 1.778102
962750 0.212 1.779188
963165 0.1559 1.779276
966057 0.1519 1.779727
972502 0.1519 1.780706
975537 0.1614 1.781167
975983 0.1855 1.781239
976398 0.21 1.781316
979912 0.2374 1.782054
982776 0.241 1.782734
985548 0.3333 1.783402
985653 0.4306 1.783437
986640 28.45 1.783862
990849 28.09 1.903623
995384 23.02 2.031025
995838 22.21 2.041475
995951 22.18 2.043985
996081 22.19 2.046869
996471 26.29 2.055522
997358 26.3 2.078841
997385 26.29 2.079551
997430 26.29 2.080734
997729 26.29 2.088594
997780 26.29 2.089935
998526 26.29 2.109546
998568 26.28 2.11065
998864 26.28 2.118428
998950 25.27 2.120688
999075 10.05 2.123847
999139 9.281 2.12449
999431 9.159 2.1272
999677 9.154 2.129453
999703 9.159 2.129691
1000199 9.159 2.134234
1000507 6.237 2.137055
1000760 5.222 2.138633
1000877 1.257 2.139244
1001520 1.183 2.140052
1002943 1.168 2.141736
1003817 1.166 2.142757
1005808 1.165 2.145079
1006547 1.164 2.14594
1010082 1.142 2.150054
1010223 1.144 2.150215
1011058 1.145 2.15117
1012312 1.146 2.152606
1012888 0.8609 2.153266
1015433 0.8598 2.155457
1016396 0.8579 2.156285
1020147 0.8879 2.159503
1022974 1.066 2.162013
1023552 1.235 2.162629
1023782 1.409 2.162913
1029582 1.419 2.171083
1030758 1.573 2.172752
1031151 1.458 2.17337
1031175 1.077 2.173405
1031188 0.7188 2.173419
1031348 0.4455 2.173534
1033422 0.4477 2.174458
1034970 0.474 2.175151
1035335 0.5345 2.175324
1035393 0.6203 2.175355
1035630 0.7143 2.175502
1036120 0.963 2.175852
1036769 0.9651 2.176477
1036855 0.9692 2.17656
1038773 1 2.178419
1038797 2.099 2.178443
1039552 2.214 2.180028
1039786 4.491 2.180546
1039949 4.37 2.181278
1040130 0.6281 2.182069
1042101 0.643 2.183307
1042608 0.6471 2.183633
1042676 0.6575 2.183677
1042749 0.6556 2.183725
1042839 0.6562 2.183784
1042871 0.659 2.183805
1044959 0.6596 2.185181
1046507 0.6413 2.186202
1050064 0.5657 2.188483
1050163 0.5664 2.188539
1050306 0.5424 2.18862
1050365 0.5336 2.188652
1050633 0.5035 2.188795
1050776 0.4878 2.188867
1051309 0.4874 2.189127
1051744 0.5 2.189339
1051754 0.4885 2.189344
1052362 0.4667 2.189641
1052377 0.5123 2.189648
1052701 0.5482 2.189814
1053095 0.5913 2.19003
1053758 0.5999 2.190422
1055760 4.391 2.191623
1055783 10.13 2.191724
1055873 10.69 2.192636
1055966 10.55 2.19363
1056795 40.6 2.202378
1059435 22.86 2.30955
1059518 20.19 2.311447
1059653 16.52 2.314173
1060442 16.5 2.327204
1060644 16.5 2.330538
1061384 16.17 2.342751
1061425 1.046 2.343414
1062783 1.047 2.344834
1063551 1.028 2.345638
1063695 1.013 2.345786
1063847 1.068 2.34594
1063993 1.158 2.346096
1064050 1.158 2.346162
1064107 1.285 2.346228
1064258 1.388 2.346422
1065044 1.183 2.347513
1065377 0.8916 2.347907
1066567 0.8941 2.348968
1066652 0.8846 2.349044
1066912 0.8865 2.349274
1067053 0.89 2.349399
1067662 0.8933 2.349941
1067737 0.8986 2.350008
1068082 0.8 2.350318
1068087 0.9123 2.350322
1069946 1.116 2.352018
1070213 2.148 2.352316
1076543 2.824 2.365915
1076679 3.363 2.366299
1078406 3.787 2.372107
1080433 4.587 2.379783
1081393 7.364 2.384187
1081695 7.488 2.386411
1083049 7.512 2.39655
1084267 7.506 2.4057
1084818 7.314 2.409836
1085009 7.079 2.411233
1085403 6.726 2.414022
1092114 6.614 2.459158
1096228 6.615 2.486366
1096254 6.561 2.486538
1097708 4.972 2.496078
1105025 2.521 2.53246
1106841 1.476 2.537038
1109731 1.331 2.541303
1111810 1.321 2.544071
1113209 1.32 2.545919
1118226 1.882 2.552541
1120512 12.84 2.556844
1129031 7.022 2.666193
1129893 6.895 2.672246
1133677 4.708 2.698336
1134126 4.669 2.70045
1134911 4.696 2.704115
1134967 4.721 2.704378
1136264 4.727 2.710501
1136297 4.5 2.710657
1136299 4.722 2.710666
1137931 4.686 2.718372
1140903 4.685 2.732299
1142213 4.678 2.738437
1143226 4.492 2.743176
1144437 4.386 2.748616
1146760 4.268 2.758805
1148938 4.239 2.7681
1151615 7.831 2.779449
1162523 4.497 2.864875
1162889 4.036 2.866521
1165681 0.466 2.87779
1166917 0.4684 2.878366
1167549 0.3895 2.878662
1171967 0.3977 2.880383
1175628 0.4018 2.881839
1176198 0.4025 2.882068
1178869 0.4025 2.883143
1182181 0.4277 2.884476
1184842 1.348 2.885614
1184911 2.633 2.885707
1185162 3.648 2.886368
1187574 6.422 2.895167
1193557 8.153 2.933591
1196211 8.153 2.955228
1197337 8.138 2.964408
1197482 8.089 2.965588
1197606 5.825 2.966591
1198371 5.62 2.971047
1198937 5.525 2.974228
1198977 5.546 2.974449
1202599 5.551 2.994538
1202737 5.554 2.995304
1203907 5.543 3.001802
1204369 6.875 3.004363
1205545 8.572 3.012448
1209662 8.556 3.04774
1211222 2.883 3.061087
1211282 1.286 3.06126
1215600 1.298 3.066811
1216332 1.164 3.067761
1219003 1.154 3.070869
1219029 1.277 3.070899
1220055 1.29 3.072209
1220162 1.307 3.072347
1221890 1.309 3.074606
1222722 1.294 3.075695
1222865 1.29 3.07588
1223803 1.275 3.07709
1224482 1.267 3.077956
1227472 1.259 3.081744
1238711 2.215 3.09589
1244024 2.217 3.107658
1247144 2.218 3.114575
1247515 2.349 3.115398
1257675 2.349 3.139263
1260572 2.816 3.146069
1261332 3.869 3.148209
1261796 3.915 3.150004
1261961 3.986 3.15065
1262545 1.479 3.152978
1262975 1.391 3.153614
1262998 1.377 3.153646
1263300 1.358 3.154062
1263381 1.349 3.154172
1263636 1.022 3.154516
1263725 0.5642 3.154607
1266224 0.5636 3.156017
1270592 0.5618 3.158479
1273780 9.368 3.16027
1275970 31.2 3.180787
1279426 26.63 3.288609
1280215 1.623 3.30962
1282720 0.7973 3.313686
1283386 0.7131 3.314217
1285620 0.7136 3.31581
1286402 0.7143 3.316368
1286437 0.7162 3.316393
1287716 0.7186 3.317309
1288306 0.72 3.317733
1299208 0.7792 3.325582
1299928 0.8462 3.326143
1300643 0.686 3.326748
1303856 0.3333 3.328952
1306682 0.3328 3.329894
1312037 0.3346 3.331676
1312294 0.3352 3.331762
1313741 1.944 3.332247
1314364 2.075 3.333458
1314766 2.072 3.334292
1315209 0.5954 3.33521
1315340 0.4623 3.335288
1316307 0.3419 3.335735
1317313 0.3415 3.336079
1319729 0.3418 3.336904
1319925 0.3428 3.336971
1320596 0.3529 3.337201
1320613 0.3125 3.337207
1320629 0.3435 3.337212
1321153 0.3404 3.337392
1321294 0.3468 3.33744
1322162 0.35 3.337741
1322182 0.3589 3.337748
1323592 0.4847 3.338254
1323918 0.4836 3.338412
1324162 2.569 3.33853
1324512 2 3.339429
1324523 1.932 3.339451
1324655 2.346 3.339706
1324817 2.211 3.340086
1324950 2.25 3.34038
1325262 2.247 3.341082
1325562 2.248 3.341756
1325913 2.261 3.342545
1325936 2.261 3.342597
1325959 2.245 3.342649
1326509 2.246 3.343884
1326891 2.246 3.344742
1331679 2.794 3.355494
1331713 4.276 3.355589
1331916 4.283 3.356457
1335450 2.176 3.371594
1335649 0.8173 3.372027
1336727 0.8115 3.372908
1342235 0.6973 3.377378
1342876 0.6344 3.377825
1344506 0.6371 3.378859
1347697 0.641 3.380892
1347814 0.6429 3.380967
1348601 0.6418 3.381473
1350692 0.637 3.382815
1354725 0.5117 3.385384
1355536 0.4781 3.385799
1357092 0.3516 3.386543
1362004 0.3522 3.38827
1364886 0.3519 3.389285
1365298 0.375 3.38943
1365330 0.3553 3.389442
1367407 0.3405 3.39018
1370555 0.3368 3.391252
1371796 0.3367 3.39167
1376049 0.3371 3.393102
1376586 0.3357 3.393283
1376726 0.3363 3.39333
1378504 0.3363 3.393928
1382257 0.3361 3.39519
1386670 0.3363 3.396673
1390384 0.3538 3.397922
1394728 0.4224 3.399459
1397029 0.4226 3.400431
1399805 0.4444 3.401604
1400102 0.4453 3.401736
1400495 0.4457 3.401911
1401518 0.4425 3.402367
1404081 0.4382 3.403501
1404170 0.4345 3.40354
1404796 0.4334 3.403812
1405899 0.434 3.40429
1406664 0.4336 3.404622
1408380 0.4333 3.405366
1408560 0.4336 3.405444
1408846 0.4349 3.405568
1412534 0.4358 3.407172
1413429 0.4351 3.407562
1417879 0.4353 3.409498
1423919 0.4358 3.412127
1425686 0.7185 3.412897
1426464 1.457 3.413456
1427835 1.467 3.415453
1429953 1.64 3.418561
1431019 2.16 3.420309
1431864 2.538 3.422134
1436874 1.692 3.434847
1438989 1.609 3.438426
1439260 3.217 3.438862
1442659 3.223 3.449798
1445005 3.221 3.45736
1445299 3.217 3.458307
1445474 3.223 3.45887
1445896 3.213 3.46023
1446004 3.168 3.460577
1447136 1.49 3.464163
1448571 1.48 3.466301
1448950 1.481 3.466862
1449376 1.483 3.467493
1449616 1.485 3.467849
1449907 1.484 3.468281
1451374 1.498 3.470458
1453878 1.63 3.474208
1454148 1.636 3.474648
1454214 1.622 3.474756
1454436 1.604 3.475116
1454701 1.342 3.475541
1455979 1.226 3.477256
1456072 1.112 3.47737
1457987 1.043 3.479499
1460566 0.9524 3.48219
1464746 0.9518 3.486171
1465161 0.9544 3.486566
1465643 0.9531 3.487026
1466176 0.9665 3.487534
1467727 1.428 3.489033
1468642 2.171 3.49034
1468771 4.385 3.49062
1471744 4.587 3.503657
1472175 4.687 3.505634
1472223 4.744 3.505859
1472387 4.741 3.506637
1472530 4.744 3.507315
1472573 4.583 3.507519
1472669 4.285 3.507959
1477489 4.289 3.528614
1477662 3.869 3.529356
1477746 3.566 3.529681
1478386 3.417 3.531963
1482462 5.497 3.545891
1482836 5.525 3.547947
1486937 5.587 3.570606
1488362 6.733 3.578568
1488691 10.04 3.580783
1491460 11.47 3.608585
1492686 19.49 3.622646
1495447 19.47 3.676447
1496860 5.837 3.703963
1502453 5.81 3.736612
1502875 2.647 3.739064
1505197 2.519 3.74521
1505588 2.408 3.746195
1507267 0.8673 3.750238
1509837 0.8059 3.752467
1510110 0.6668 3.752687
1514822 0.6523 3.755829
1516381 0.6422 3.756846
1517650 0.6605 3.757661
1518401 0.6737 3.758157
1519201 0.74 3.758696
1519251 0.817 3.758733
1519404 0.9029 3.758858
1520856 0.875 3.760169
1523889 0.8929 3.762823
1524029 0.9054 3.762948
1524251 0.9331 3.763149
1528513 0.6327 3.767126
1529150 0.3921 3.767529
1534865 0.3373 3.76977
1535114 0.3272 3.769854
1536254 0.349 3.770227
1536595 0.3554 3.770346
1536716 0.3543 3.770389
1537066 0.3649 3.770513
1537510 0.3628 3.770675
1540575 0.3542 3.771787
1540671 0.3532 3.771821
1542265 0.3372 3.772384
1542523 0.3333 3.772471
1542856 0.3271 3.772582
1543605 0.3077 3.772827
1543644 0.3232 3.772839
1543842 0.3204 3.772903
1546258 0.3144 3.773677
1547209 0.3182 3.773976
1549912 0.2848 3.774836
1550737 0.2787 3.775071
1551286 0.2727 3.775224
1551330 0.2798 3.775236
1551766 0.2795 3.775358
1552113 0.2808 3.775455
1552259 0.2814 3.775496
1552593 0.2795 3.77559
1553534 0.2683 3.775853
1553575 0.2797 3.775864
1554526 0.2805 3.77613
1555043 0.3333 3.776275
1555052 0.2818 3.776278
1555162 0.3002 3.776309
1555605 0.3126 3.776442
1556443 1 3.776704
1556444 0.3611 3.776705
1557283 0.3679 3.777008
1557563 0.3822 3.777111
1558081 0.3895 3.777309
1558176 0.3904 3.777346
1558363 0.3719 3.777419
1559842 0.3423 3.777969
1560175 0.2821 3.778083
1560214 0.2066 3.778094
1560577 0.1596 3.778169
1560884 0.07899 3.778218
1564239 0.08008 3.778483
1565188 0.08498 3.778559
1566200 0.1115 3.778645
1567240 0.1409 3.778761
1567687 0.1664 3.778824
1571118 0.1665 3.779395
1572007 0.1673 3.779543
1573250 0.1669 3.779751
1573879 0.1679 3.779856
1574141 0.1678 3.7799
1576704 0.9551 3.78033
1577038 0.8443 3.780649
1577507 0.8382 3.781045
1578224 0.8286 3.781646
1578294 0.8003 3.781704
1580988 0.8006 3.78386
1582964 0.4074 3.785442
1583099 0.1108 3.785497
1586548 0.111 3.785879
1587999 0.1121 3.78604
1592422 0.1262 3.786536
1593246 0.1311 3.78664
1593551 0.1481 3.78668
1593605 0.1477 3.786688
1594763 0.1591 3.786859
1594807 0.1451 3.786866
1595744 0.1378 3.787002
1596542 0.1416 3.787112
1596655 0.1259 3.787128
1596933 0.1111 3.787163
1596942 0.1139 3.787164
1600945 0.1137 3.78762
1603205 0.1135 3.787877
1606764 0.1137 3.788281
1607283 0.114 3.78834
1608055 0.1136 3.788428
1610273 0.1149 3.78868
1615382 0.1918 3.789267
1621812 0.192 3.7905
1623187 0.1922 3.790764
1625789 0.1922 3.791264
1627751 0.193 3.791641
1630544 0.1922 3.79218
1631751 0.1928 3.792412
1632280 0.1939 3.792514
1632971 0.1929 3.792648
1637704 0.1926 3.793561
1638805 0.1928 3.793773
1640055 0.1954 3.794014
1640664 0.2374 3.794133
1641022 0.253 3.794218
1641105 0.3657 3.794239
1641280 0.5855 3.794303
1642204 0.6012 3.794844
1642377 0.6406 3.794948
1642658 0.6955 3.795128
1642901 0.75 3.795297
1643613 0.6011 3.795831
1643964 0.4892 3.796042
1644150 0.3784 3.796133
1644224 0.1733 3.796161
