position COMBINED_rate(cM/Mb) Genetic_Map(cM)
19964642 0.005348 2.23661
19964829 0 2.236611
19964885 0.004381 2.236611
19965798 0.002212 2.236615
19966250 0.007168 2.236616
19966529 0.006494 2.236618
19966683 8.427 2.236619
19969730 12.25 2.262296
19969742 13.32 2.262443
19969853 15.81 2.263922
19970103 16.19 2.267874
19970486 10.67 2.274074
19972714 0.7827 2.297841
19973142 0.8706 2.298176
19975784 0.8406 2.300476
19975853 0.8571 2.300534
19975867 0.853 2.300546
19976282 0.8095 2.3009
19976429 0.7895 2.301019
19976448 0.7128 2.301034
19976932 0.7025 2.301379
19977211 0.4628 2.301575
19977399 0.3667 2.301662
19977459 0.2867 2.301684
19977609 0.2555 2.301727
19977746 0.2351 2.301762
19978350 0.2267 2.301904
19980961 0.2309 2.302496
19982724 0.2311 2.302903
19984169 0.2973 2.303237
19984243 0.3966 2.303259
19984301 0.457 2.303282
19984452 0.4835 2.303351
19984845 0.4755 2.303541
19987148 0.2493 2.304636
19988275 0.1156 2.304917
19990611 0.08356 2.305187
19998665 0.4828 2.30586
19998955 0.4861 2.306
19999171 0.4824 2.306105
20001758 0.4834 2.307353
20002240 19.9 2.307586
20006984 19.88 2.401986
20010379 18.73 2.469465
20010604 2.224 2.473679
20011831 0.4219 2.476408
20011895 0.1724 2.476435
20012388 0.1724 2.47652
20012591 0.1731 2.476555
20013186 0.1758 2.476658
20013277 0.1739 2.476674
20014312 0.1689 2.476854
20014839 0.1606 2.476943
20015468 0.1765 2.477044
20015485 0.1485 2.477047
20015714 0.1479 2.477081
20015883 0.1444 2.477106
20016070 0.1429 2.477133
20016266 0.146 2.477161
20016581 0.8696 2.477207
20016627 2 2.477247
20016858 2.19 2.477709
20017005 5.874 2.478031
20017475 6.057 2.480792
20017719 8.037 2.48227
20017746 8.79 2.482487
20017956 7.655 2.484333
20018011 1.605 2.484754
20018196 0.8841 2.485051
20018265 0.6129 2.485112
20018420 0.5714 2.485207
20018441 0.5565 2.485219
20018565 0.5294 2.485288
20018582 0.5519 2.485297
20018948 0.556 2.485499
20019180 0.56 2.485628
20019205 0.5571 2.485642
20019345 0.551 2.48572
20019394 0.5704 2.485747
20019529 0.5696 2.485824
20019989 0.5814 2.486086
20020032 0.5696 2.486111
20020499 0.573 2.486377
20021204 0.9333 2.486781
20021234 1.388 2.486809
20021319 1.38 2.486927
20021390 1.333 2.487025
20021399 1.382 2.487037
20021973 1 2.48783
20021979 0.6435 2.487836
20022453 0.6441 2.488141
20022956 0.6456 2.488465
20023193 0.6439 2.488618
20024333 0.5526 2.489352
20024561 0.3583 2.489478
20026590 0.3621 2.490205
20026648 0.3382 2.490226
20027754 0.3493 2.4906
20028570 0.3438 2.490885
20028666 0.3544 2.490918
20028824 0.3702 2.490974
20029421 0.4314 2.491195
20029472 0.4943 2.491217
20029559 0.5789 2.49126
20029578 0.6712 2.491271
20030451 0.6725 2.491857
20030680 0.931 2.492011
20031520 0.8885 2.492793
20033153 0.8929 2.494244
20033209 0.8906 2.494294
20033803 1.305 2.494823
20033885 2.118 2.49493
20033961 2.794 2.495091
20034762 1.055 2.497329
20035382 0.5926 2.497983
20035409 0.07767 2.497999
20036027 0.06667 2.498047
20036117 0.06918 2.498053
20036276 0.06878 2.498064
20037032 0.06774 2.498116
20042760 0.06915 2.498504
20042948 0.07067 2.498517
20043514 2.105 2.498557
20044451 1.422 2.500529
20044612 3 2.500758
20044613 2.222 2.500761
20044739 0.6255 2.501041
20044974 0.3139 2.501188
20045197 0.03109 2.501258
20046162 0.01587 2.501288
20046225 0.02151 2.501289
20046504 0 2.501295
20046546 0.01887 2.501295
20046864 1.111 2.501301
20046873 2.031 2.501311
20047135 0.1348 2.501843
20047224 0.03774 2.501855
20047277 0.006173 2.501857
20047439 0.01852 2.501858
20047493 0.009009 2.501859
20047604 0.01014 2.50186
20048196 0.01127 2.501866
20048906 0.01038 2.501874
20049195 0 2.501877
20049210 0.01515 2.501877
20049342 0.006803 2.501879
20049489 0.04545 2.50188
20049511 0.2222 2.501881
20049529 0.7273 2.501885
20049562 1.744 2.501909
20049828 4.649 2.502373
20050232 4.362 2.504251
20050406 3.813 2.50501
20050422 2.027 2.505071
20050459 1.275 2.505146
20050772 0.1465 2.505545
20051475 0.1578 2.505648
20052039 0.5053 2.505737
20052227 0.6432 2.505832
20052796 0.6286 2.506198
20052901 0.6077 2.506264
20054410 0.7566 2.507181
20054562 0.8885 2.507296
20054840 0.9634 2.507543
20056096 0.8226 2.508753
20056857 0.7544 2.509379
20057256 0.7536 2.50968
20057674 0.3196 2.509995
20058672 0.1648 2.510314
20058945 0.08602 2.510359
20059131 0.05581 2.510375
20059776 0.05882 2.510411
20060048 1.911 2.510427
20060149 1.923 2.51062
20060162 2 2.510645
20060200 2.333 2.510721
20060203 1.924 2.510728
20060322 2.042 2.510957
20060346 0.913 2.511006
20060369 0.5662 2.511027
20060860 0.5 2.511305
20060884 0.4478 2.511317
20061018 0.4191 2.511377
20061290 0.4242 2.511491
20061356 0.4015 2.511519
20061493 0.3937 2.511574
20061653 0.3774 2.511637
20061706 0.361 2.511657
20064144 0.3583 2.512537
20065813 2 2.513135
20065874 2.667 2.513257
20065907 5.773 2.513345
20066154 3.455 2.514771
20066220 3.408 2.514999
20066750 1.02 2.516805
20068218 0.6069 2.518303
20069986 0.3494 2.519376
20070235 0.5546 2.519463
20070949 3.802 2.519859
20071146 0.8196 2.520608
20074582 5.943 2.523424
20080934 17.56 2.561172
20082188 0.2151 2.583191
20091075 0.2292 2.585103
20091123 0.2159 2.585114
20093921 4.449 2.585718
20094242 4.883 2.587146
20095681 0.4394 2.594173
20098926 0.4433 2.595599
20100541 0.4433 2.596315
20102650 0.4185 2.59725
20103116 0.4173 2.597445
20103636 0.4072 2.597662
20103997 0.3977 2.597809
20104525 0.3979 2.598019
20110011 2.838 2.600202
20110085 4.068 2.600412
20111755 2.5 2.607206
20111757 2.179 2.607211
20111953 0.2882 2.607638
20112411 0.265 2.60777
20114449 0.3039 2.60831
20114551 0.3456 2.608341
20115095 0.4558 2.608529
20115955 0.6941 2.608921
20116040 0.7546 2.60898
20116423 0.5137 2.609269
20117044 1.014 2.609588
20117883 0.2103 2.610439
20118273 0.08046 2.610521
20118360 0.07481 2.610528
20120285 0.0735 2.610672
20120734 0.06739 2.610705
20121105 0.06218 2.61073
20122295 0.7224 2.610804
20123055 0.5 2.611353
20123565 0.07962 2.611608
20123879 0.04152 2.611633
20126215 0.06667 2.61173
20126230 0.04231 2.611731
20126490 0.04146 2.611742
20127093 0.0416 2.611767
20127742 0.04178 2.611794
20131356 0.064 2.611945
20131481 0.08835 2.611953
20131730 0.1016 2.611975
20131858 0.1314 2.611988
20131995 0.1765 2.612006
20132890 0.4488 2.612164
20133554 0.2427 2.612462
20134069 0.9238 2.612587
20134502 0.9175 2.612987
20135023 0.4576 2.613465
20135200 0.2722 2.613546
20135740 0.1862 2.613693
20136218 0.1199 2.613782
20137436 0.1089 2.613928
20137932 0.1698 2.613982
20137985 0.2 2.613991
20138005 0.2801 2.613995
20140129 0.1707 2.61459
20140170 0.08182 2.614597
20143531 0.08421 2.614872
20143626 0.08119 2.61488
20144131 0.09143 2.614921
20144306 0.1077 2.614937
20144436 0.1 2.614951
20144446 0.1343 2.614952
20144513 0.1429 2.614961
20144604 0.1686 2.614974
20144776 0.1793 2.615003
20144960 0.2105 2.615036
20145321 0.2464 2.615112
20145739 0.2655 2.615215
20145965 0.5745 2.615275
20146992 0.5736 2.615865
20147529 0.5789 2.616173
20147586 0.5761 2.616206
20148230 0.5775 2.616577
20148772 0.5882 2.61689
20148789 0.5913 2.6169
20149178 0.5871 2.61713
20149379 0.6111 2.617248
20149415 0.5769 2.61727
20149493 0.5769 2.617315
20149519 0.5648 2.61733
20149712 0.5 2.617439
20149866 0.3688 2.617516
20150609 0.3226 2.61779
20150671 0.3223 2.61781
20150913 0.3043 2.617888
20151396 0.3095 2.618035
20154062 2.298 2.61886
20154828 0.1583 2.62062
20156925 0.1492 2.620952
20158044 0.1477 2.621119
20158132 0.1467 2.621132
20160525 0.1489 2.621483
20163225 0.1492 2.621885
20164304 0.1224 2.622046
20165382 0.1347 2.622178
20167067 0.1643 2.622405
20167347 0.2042 2.622451
20167636 0.2314 2.62251
20170856 0.2154 2.623255
20171051 0.2061 2.623297
20171866 0.2335 2.623465
20172033 0.8571 2.623504
20172040 1.37 2.62351
20172375 0.05796 2.623969
20173531 0.05882 2.624036
20173548 0.04704 2.624037
20176163 0.04386 2.62416
20176277 0.05405 2.624165
20176314 0.04734 2.624167
20176483 0.1042 2.624175
20176531 0.2824 2.62418
20176616 7.673 2.624204
20177449 6.416 2.630596
20177757 3.346 2.632572
20178326 2.411 2.634476
20178781 1.339 2.635573
20179761 1.343 2.636885
20179796 1.334 2.636932
20180917 1.389 2.638427
20181007 1.45 2.638552
20181216 1.872 2.638855
20182868 3.054 2.641947
20182998 3.711 2.642344
20183742 3.642 2.645105
20183985 2.23 2.64599
20184315 2 2.646726
20184363 1.879 2.646822
20184396 1.867 2.646884
20184509 1.865 2.647095
20184598 1.859 2.647261
20184690 1.866 2.647432
20184847 5.249 2.647725
20185064 5.348 2.648864
20185087 5.389 2.648987
20185123 5.5 2.649181
20185381 5.835 2.6506
20185762 5.481 2.652823
20186161 2.133 2.65501
20186176 1.583 2.655042
20186188 0.5281 2.655061
20186669 0.6194 2.655315
20186803 1.539 2.655398
20187248 1 2.656083
20187279 0.7143 2.656114
20187307 0.5 2.656134
20187551 0.4948 2.656256
20187935 0.5063 2.656446
20188014 0.5152 2.656486
20188080 0.5985 2.65652
20188486 0.5083 2.656763
20188606 0.4898 2.656824
20188655 0.4824 2.656848
20190216 0.5614 2.657601
20190688 0.6416 2.657866
20190914 0.8077 2.658011
20190992 1.206 2.658074
20191094 2.56 2.658197
20192201 2.573 2.661031
20192833 2.69 2.662657
20192946 2.882 2.662961
20193133 2.892 2.6635
20193784 2.957 2.665383
20193993 3.032 2.666001
20194212 3.066 2.666665
20194875 3.068 2.668698
20194919 2.992 2.668833
20197142 4.607 2.675485
20197203 9.105 2.675766
20197681 9.081 2.680118
20198397 8.962 2.68662
20198925 8.711 2.691352
20199661 10.09 2.697763
20200658 10.11 2.707821
20200983 10.18 2.711107
20201081 10.33 2.712105
20201686 22.62 2.718353
20203857 3.413 2.767467
20204070 1.962 2.768194
20204331 1.632 2.768706
20204350 1.325 2.768737
20205826 1.048 2.770692
20207035 0.8875 2.771959
20208155 0.8028 2.772953
20209098 0.8024 2.77371
20209432 0.8258 2.773978
20209564 0.8352 2.774087
20209655 0.8474 2.774163
20214885 0.8475 2.778595
20216118 0.8483 2.77964
20216731 4.657 2.78016
20219819 2.979 2.794542
20222009 2.98 2.801067
20222410 3.933 2.802262
20222440 5.89 2.80238
20222603 3.319 2.80334
20222672 2.993 2.803569
20222825 2.936 2.804027
20222997 2.85 2.804532
20223170 2.796 2.805025
20223366 2.776 2.805573
20223451 1.712 2.805809
20223503 1.107 2.805898
20223559 0.8353 2.80596
20223729 0.5405 2.806102
20223803 0.4779 2.806142
20224029 0.4701 2.80625
20224146 0.4595 2.806305
20224294 0.4545 2.806373
20224415 0.4588 2.806428
20224840 0.5067 2.806623
20225815 7.417 2.807117
20225827 13.14 2.807206
20225920 13.17 2.808428
20226067 1.37 2.810364
20226113 1.339 2.810427
20226237 0.4135 2.810593
20226341 0.3824 2.810636
20226443 0.3807 2.810675
20226640 0.3725 2.81075
20226691 0.3729 2.810769
20226809 0.3782 2.810813
20226928 0.3974 2.810858
20227313 0.3793 2.811011
20227342 0.5225 2.811022
20227719 0.5868 2.811219
20229909 0.386 2.812504
20230080 0.2373 2.81257
20230139 0.1214 2.812584
20230345 0.0477 2.812609
20238941 0.1217 2.813019
20240149 0.8306 2.813166
20240332 0.8607 2.813318
20240856 1.136 2.813769
20240959 1.307 2.813886
20241278 25.23 2.814303
20241410 52.87 2.817633
20241529 52.98 2.823924
20241924 52.99 2.84485
20243652 52.76 2.936409
20243693 50.91 2.938572
20244163 0.6571 2.962498
20244962 0.6248 2.963023
20245631 0.6169 2.963441
20245879 0.6103 2.963594
20246015 0.6116 2.963677
20246136 0.6059 2.963751
20246816 0.5933 2.964163
20247202 0.5873 2.964392
20247866 0.4865 2.964782
20248682 0.4428 2.965179
20249023 0.4198 2.96533
20250819 0.4215 2.966084
20251201 0.4278 2.966245
20251741 0.4319 2.966476
20253989 0.4314 2.967447
20255287 0.4348 2.968007
20255425 0.4234 2.968067
20255536 0.4357 2.968114
20255979 1.361 2.968307
20256159 11.85 2.968552
20259904 8.274 3.012927
20259966 2.432 3.01344
20260195 2.432 3.013997
20262877 2.5 3.020519
20262971 2.574 3.020754
20263696 2.7 3.02262
20263706 4.012 3.022647
20263788 6.618 3.022976
20264016 6.794 3.024485
20264259 6.805 3.026136
20264387 6.799 3.027007
20272712 6.827 3.083611
20273255 6.82 3.087318
20275110 6.698 3.099969
20276933 6.695 3.112179
20278633 6.821 3.12356
20279036 1.303 3.126309
20280847 0.4068 3.128668
20286553 0.5826 3.130989
20287128 0.8404 3.131324
20287222 1.114 3.131403
20287765 1.167 3.132008
20288118 1.172 3.13242
20288246 1.176 3.13257
20288728 1.219 3.133137
20289645 4.264 3.134255
20290267 3.464 3.136907
20290295 2.295 3.137004
20290434 1.545 3.137323
20290790 1.528 3.137873
20292714 1.53 3.140813
20293457 1.522 3.14195
20293907 1.523 3.142635
20294215 1.521 3.143104
20294616 1.523 3.143714
20295287 1.465 3.144736
20295872 1.365 3.145593
20295935 1.275 3.145679
20296426 1.151 3.146305
20297985 1.151 3.148099
20299459 0.3267 3.149796
20301877 0.2406 3.150586
20306199 0.2408 3.151626
20307686 0.1689 3.151984
20308787 0.133 3.15217
20312208 0.1419 3.152625
20313202 0.1816 3.152766
20314006 0.365 3.152912
20315332 0.3649 3.153396
20316272 0.6063 3.153739
20316559 1.163 3.153913
20317850 1.162 3.155414
20318158 1.139 3.155772
20318668 0.4233 3.156353
20319620 0.2582 3.156756
20319802 0.1666 3.156803
20322311 0.1669 3.157221
20323066 0.1694 3.157347
20324170 0.1709 3.157534
20324685 0.1775 3.157622
20324854 0.1786 3.157652
20324882 0.1764 3.157657
20326350 0.1816 3.157916
20327556 0.1816 3.158135
20327969 0.1824 3.15821
20328117 0.1811 3.158237
20328719 0.1818 3.158346
20329423 0.1825 3.158474
20330190 0.1842 3.158614
20330456 0.1824 3.158663
20330944 0.184 3.158752
20334156 0.1837 3.159343
20334548 0.1795 3.159415
20336403 0.1645 3.159748
20338136 0.1597 3.160033
20338424 0.1506 3.160079
20341332 0.1495 3.160517
20342576 0.1474 3.160703
20343173 0.1486 3.160791
20343496 0.1453 3.160839
20343613 0.1482 3.160856
20344308 0 3.160959
20344313 0.1495 3.160959
20344507 0.1461 3.160988
20345130 0.1445 3.161079
20345483 0.145 3.16113
20347235 0.1433 3.161384
20349886 0.1512 3.161764
20349972 0.142 3.161777
20350824 0.1434 3.161898
20351068 0.1422 3.161933
20353620 0.1429 3.162296
20353956 0.2021 3.162344
20354149 0.2503 3.162383
20354936 1.684 3.16258
20355053 3.158 3.162777
20356022 4.085 3.165837
20356256 3.53 3.166793
20356535 3.509 3.167778
20356700 3.179 3.168357
20356935 2.489 3.169104
20357203 1.146 3.169771
20357806 1 3.170462
20357807 0.8556 3.170463
20358084 0.7471 3.1707
20359638 0.715 3.171861
20360873 0.7586 3.172744
20360960 0.8307 3.17281
20361279 0.9527 3.173075
20361807 0.975 3.173578
20361887 0.9882 3.173656
20363247 1.263 3.175
20363487 1.378 3.175303
20363635 1.486 3.175507
20365080 1.422 3.177654
20365303 1.354 3.177971
20365495 1.302 3.178231
20366389 0.7893 3.179395
20366650 0.6011 3.179601
20367021 0.5392 3.179824
20368423 0.5373 3.18058
20368557 0.53 3.180652
20368757 0.5299 3.180758
20368874 0.55 3.18082
20368894 0.5152 3.180831
20368927 0.5301 3.180848
20369542 0.5267 3.181174
20370554 0.5276 3.181707
20370952 0.5265 3.181917
20372652 0.567 3.182812
20373003 1.464 3.183011
20373154 2.335 3.183232
20373548 2.487 3.184152
20374805 2.338 3.187278
20376224 2.347 3.190595
20376700 2.408 3.191712
20376776 2.422 3.191895
20376859 2.455 3.192096
20377362 2.469 3.193331
20378362 2.707 3.1958
20378570 2.736 3.196363
20379043 2.85 3.197657
20380804 3.141 3.202676
20381010 3.147 3.203323
20381695 3.14 3.205479
20381781 3.149 3.205749
20381855 2.975 3.205982
20381934 2.825 3.206217
20381997 2.661 3.206395
20382053 2.49 3.206544
20382104 2.378 3.206671
20383681 2.138 3.210421
20383870 2.142 3.210825
20384611 2.128 3.212412
20384658 2.08 3.212512
20385853 2.079 3.214998
20385993 2.079 3.215289
20386575 2.081 3.216499
20390015 2.094 3.223658
20390785 2.232 3.22527
20390854 2.395 3.225424
20391914 2.626 3.227963
20392831 5.17 3.230371
20393289 1.736 3.232739
20394383 1.716 3.234638
20394911 1.708 3.235544
20394983 1.698 3.235667
20395099 1.685 3.235864
20395518 1.664 3.23657
20395652 1.637 3.236793
20396849 1.612 3.238752
20398532 1.63 3.241465
20399330 1.637 3.242766
20400592 2.189 3.244832
20401004 2.197 3.245734
20401660 14.16 3.247175
20403486 14.32 3.273027
20404497 14.31 3.287503
20404581 14.23 3.288705
20404722 14.18 3.290712
20404807 14.16 3.291917
20405129 13.67 3.296475
20405365 13.56 3.2997
20407110 14.59 3.323356
20407814 14.62 3.333624
20408030 14.77 3.336782
20408094 15.01 3.337727
20408955 15.01 3.350647
20411152 14.95 3.383613
20412001 14.94 3.396305
20412169 14.89 3.398815
20412501 9.124 3.403758
20413265 9.049 3.410729
20413368 8.855 3.411661
20413630 3.086 3.413981
20414432 2.932 3.416456
20415771 1.632 3.420382
20415790 0.6809 3.420413
20416141 0.6477 3.420652
20419803 0.6468 3.423024
20420021 0.6453 3.423165
20421490 0.655 3.424113
20423029 4.338 3.425121
20423390 4.306 3.426687
20423439 4.209 3.426898
20425060 8.618 3.433721
20427487 9.652 3.454637
20427510 10.37 3.454859
20428669 8.483 3.466874
20428698 7.101 3.46712
20428905 6.731 3.46859
20429206 6.601 3.470616
20429517 3.063 3.472669
20429723 1.444 3.4733
20430149 1.718 3.473915
20430188 1.726 3.473982
20430283 2.859 3.474146
20430758 1.986 3.475504
20430830 1.439 3.475647
20431017 1.353 3.475916
20431323 1.349 3.47633
20432096 1.35 3.477373
20433462 1.42 3.479217
20433655 2.071 3.479491
20433669 2.844 3.47952
20433797 1.578 3.479884
20434001 1.484 3.480206
20435190 1.788 3.48197
20435619 2.086 3.482737
20435747 2.253 3.483004
20436982 6.449 3.485787
20437060 7.742 3.48629
20437091 7.966 3.48653
20437120 8.017 3.486761
20437356 8.164 3.488653
20437886 47.14 3.49298
20438455 47.14 3.519804
20438701 47.14 3.531401
20439279 47.04 3.55865
20439305 19.08 3.559873
20439395 16.11 3.56159
20439491 10.19 3.563137
20439507 5.499 3.5633
20440194 5.28 3.567078
20440501 5.156 3.568699
20440565 4.882 3.569029
20440582 4.479 3.569112
20440653 4.005 3.56943
20440860 1.594 3.570259
20441313 1.265 3.570981
20441657 0.7115 3.571416
20442073 0.6364 3.571712
20442249 0.5657 3.571824
