position COMBINED_rate(cM/Mb) Genetic_Map(cM)
16757380 0.9538 2.031423
16757445 1.464 2.031485
16758016 2.35 2.032321
16760569 0.584 2.038321
16762574 0.581 2.039492
16763710 0.5746 2.040152
16763844 0.5704 2.040229
16764419 0.5806 2.040557
16764450 0.5662 2.040575
16765439 0.5668 2.041135
16773509 0.5686 2.045709
16774406 0.5671 2.046219
16774637 0.5689 2.04635
16774862 0.5699 2.046478
16775341 0.5698 2.046751
16776308 0.5876 2.047302
16776405 0.5894 2.047359
16777311 0.7232 2.047893
16777423 0.7293 2.047974
16777907 0.7273 2.048327
16777918 1.135 2.048335
16779064 1.017 2.049636
16779646 1.02 2.050228
16780136 0.9366 2.050728
16781809 0.8606 2.052295
16782964 0.8537 2.053289
16783675 0.6224 2.053896
16784014 0.5545 2.054107
16784234 0.5143 2.054229
16784304 0.5021 2.054265
16785471 0.4053 2.054851
16785735 0.2901 2.054958
16786059 0.2456 2.055052
16786116 0.2053 2.055066
16786569 0.2065 2.055159
16787126 0.6103 2.055274
16787262 0.922 2.055357
16788108 0.4615 2.056137
16788186 0.2059 2.056173
16789308 0.2537 2.056404
16789375 0.3378 2.056421
16789597 0.7064 2.056496
16790762 1.098 2.057319
16790813 1.909 2.057375
16790824 2.664 2.057396
16790952 2.953 2.057737
16791356 2.844 2.05893
16792288 3.172 2.061581
16792578 3.642 2.062501
16792838 27.81 2.063448
16793545 61.9 2.083113
16794504 6.136 2.142478
16797872 0.4719 2.163144
16799455 0.4109 2.163891
16799932 0.4062 2.164087
16800220 0.4043 2.164204
16800502 0.4063 2.164318
16801041 0.4029 2.164537
16801659 0.4051 2.164786
16802212 0.4025 2.16501
16802930 0.4082 2.165299
16803175 0.4027 2.165399
16803473 0.4068 2.165519
16803650 0.4047 2.165591
16804159 0.4027 2.165797
16804529 0.3981 2.165946
16805059 0.399 2.166157
16805257 0.3956 2.166236
16805439 0.3969 2.166308
16805822 0.3958 2.16646
16807310 0.4 2.167049
16807330 0.3949 2.167057
16807487 0.3961 2.167119
16808098 0.3923 2.167361
16808228 0.3969 2.167412
16809120 0.3991 2.167766
16809784 0.4062 2.168031
16810653 0.4081 2.168384
16812253 0.4368 2.169037
16813361 1.241 2.169521
16814107 0.3333 2.170447
16814227 0.3413 2.170487
16814813 0.3443 2.170687
16814874 0.3333 2.170708
16815345 0.3717 2.170865
16815536 0.4489 2.170936
16815810 0.35 2.171059
16815830 0.2996 2.171066
16818143 0.2763 2.171759
16818371 0.2795 2.171822
16819430 0.272 2.172118
16820327 0.2716 2.172362
16820953 0.2699 2.172532
16821568 0.2689 2.172698
16822706 0.2687 2.173004
16823242 0.2719 2.173148
16823356 0.2855 2.173179
16823997 2.097 2.173362
16824887 1.685 2.175228
16825214 0.9 2.175779
16825294 0.4211 2.175851
16826852 0.3707 2.176507
16827351 0.3659 2.176692
16828406 0.3788 2.177078
16828472 0.3742 2.177103
16828627 0.4474 2.177161
16828665 0.4785 2.177178
16828991 0.4761 2.177334
16829598 0.6166 2.177623
16829851 0.8811 2.177779
16830137 1.238 2.178031
16831706 15.92 2.179974
16832398 0.7157 2.190988
16832908 0.7162 2.191353
16832982 0.7168 2.191406
16833261 0.7155 2.191606
16834087 0.712 2.192197
16834212 0.7163 2.192286
16834568 0.7111 2.192541
16834613 0.7458 2.192573
16834731 6.442 2.192661
16835423 0.8636 2.197119
16835665 0.6963 2.197328
16836172 0.6842 2.197681
16836210 0.7218 2.197707
16836343 1.08 2.197803
16836456 1.535 2.197925
16837260 0.7486 2.199159
16837443 0.9412 2.199296
16837477 1.156 2.199328
16837792 1.154 2.199692
16838266 0.6498 2.200239
16839471 0.7626 2.201022
16840878 0.7661 2.202095
16842353 0.7721 2.203225
16842963 0.7604 2.203696
16843493 0.7025 2.204099
16843614 0.5031 2.204184
16844258 0.3882 2.204508
16845291 0.3904 2.204909
16845542 0.3898 2.205007
16845660 0.3983 2.205053
16845778 0.3902 2.2051
16846024 0.3786 2.205196
16846267 0.375 2.205288
16846291 0.3502 2.205297
16846705 0.3419 2.205442
16846822 0.3366 2.205482
16847737 0.3338 2.20579
16848465 0.3333 2.206033
16848711 0.328 2.206115
16849519 0.3273 2.20638
16850130 0.4324 2.20658
16850766 0.4246 2.206855
16851774 0.4064 2.207283
16852025 0.4037 2.207385
16853162 0.3235 2.207844
16856637 0.3213 2.208968
16857244 0.3289 2.209163
16857396 0.3 2.209213
16857556 0.3016 2.209261
16858113 0.2973 2.209429
16858150 0.2921 2.20944
16858239 0.2901 2.209466
16859187 0.3041 2.209741
16859529 0.3091 2.209845
16859749 0.3145 2.209913
16859908 0.3241 2.209963
16860016 0.3277 2.209998
16861014 0.3333 2.210325
16861350 0.3375 2.210437
16861590 0.3591 2.210518
16862147 0.4258 2.210718
16863610 0.4655 2.211341
16864059 0.474 2.21155
16864232 0.9501 2.211632
16865494 4.75 2.212831
16865654 5.984 2.213591
16866458 5.982 2.218402
16866570 5.988 2.219072
16871207 6.773 2.246838
16873057 7.823 2.259368
16881399 8.052 2.324627
16890446 5.353 2.397475
16891245 4.751 2.401752
16906755 4.125 2.475437
16909022 2.202 2.484788
16912130 1.466 2.491631
16912349 1.071 2.491952
16912561 1.078 2.492179
16912986 1.07 2.492637
16914099 1.906 2.493828
16914544 2.648 2.494676
16914720 3.474 2.495142
16914834 3.08 2.495538
16915084 3.179 2.496308
16915569 3.167 2.49785
16915575 3.143 2.497869
16915722 4 2.498331
16915723 3.133 2.498335
16916076 2.376 2.499441
16916985 2.085 2.501601
16917618 2.082 2.502921
16917910 2.083 2.503529
16917922 2.018 2.503554
16918321 1.95 2.504359
16918698 1.058 2.505094
16920944 0.998 2.50747
16921432 0.9927 2.507957
16921569 0.9898 2.508093
16923046 0.9938 2.509555
16924021 0.9924 2.510524
16924283 0.9936 2.510784
16924440 0.9918 2.51094
16924808 0.9918 2.511305
16925175 0.993 2.511669
16926459 1.005 2.512944
16926676 1.011 2.513162
16927226 0.9771 2.513718
16927969 0.9306 2.514444
16929007 0.9167 2.51541
16929067 0.9123 2.515465
16929238 0.9061 2.515621
16929483 0.8993 2.515843
16929900 0.8936 2.516218
16931009 0.9033 2.517209
16931278 17.6 2.517452
16931326 48.61 2.518297
16931792 48.6 2.540949
16931916 48.61 2.546976
16932664 42.61 2.583336
16932705 2.219 2.585083
16933213 2.136 2.58621
16933272 2.157 2.586336
16933495 2.184 2.586817
16933750 2.238 2.587374
16934002 2.246 2.587938
16934600 2.195 2.589281
16934682 1.938 2.589461
16935066 1.011 2.590205
16935329 0.6625 2.590471
16936852 0.1454 2.59148
16938448 0.1452 2.591712
16939688 0.1432 2.591892
16941099 0.1427 2.592094
16943040 0.1429 2.592371
16945511 0.125 2.592724
16945527 0.1516 2.592726
16946147 0.1994 2.59282
16946774 0.9495 2.592945
16947190 1.907 2.59334
16947233 2.311 2.593422
16947925 3.641 2.595021
16948092 3.811 2.595629
16948494 3.06 2.597161
16948544 1.645 2.597314
16949003 1 2.598069
16949150 0.3906 2.598216
16950041 0.3804 2.598564
16951592 0.3832 2.599154
16952320 0.5455 2.599433
16952331 0.8306 2.599439
16952998 0.8316 2.599993
16953194 0.7692 2.600156
16953363 0.6119 2.600286
16953631 0.4814 2.60045
16954034 0.4455 2.600644
16954144 0.4482 2.600693
16955737 0.4519 2.601407
16955872 0.4405 2.601468
16955956 0.4353 2.601505
16956420 0.4162 2.601707
16956593 0.4118 2.601779
16956610 0.3932 2.601786
16956727 0.3906 2.601832
16956791 0.375 2.601857
16957847 0.3673 2.602253
16958092 0.3653 2.602343
16960063 0.5029 2.603063
16960413 0.5616 2.603239
16960559 0.9067 2.603321
16960634 1 2.603389
16960635 1.334 2.60339
16961264 1.346 2.604229
16961316 1.353 2.604299
16961333 1.357 2.604322
16961849 1.222 2.605022
16962097 0.8542 2.605325
16962241 0.6875 2.605448
16962289 0.6271 2.605481
16962348 0.56 2.605518
16962373 0.4661 2.605532
16962491 0.4092 2.605587
16964612 0.3328 2.606455
16965267 0.3323 2.606673
16965935 0.3371 2.606895
16966024 0.3117 2.606925
16966101 0.3099 2.606949
16967253 0.3103 2.607306
16967514 0.3108 2.607387
16968225 0.3221 2.607608
16969625 0.4348 2.608059
16969648 0.4389 2.608069
16970295 0.4476 2.608353
16970820 0.4583 2.608588
16970964 0.4554 2.608654
16971076 0.4567 2.608705
16972035 0.4634 2.609143
16972076 0.4667 2.609162
16973066 0.4547 2.609624
16973596 0.4689 2.609865
16973805 0.536 2.609963
16974055 0.7309 2.610097
16974501 0.7562 2.610423
16975883 0.2147 2.611468
16976386 0.09472 2.611576
16981295 0.09263 2.612041
16982299 0.3714 2.612134
16983139 0.3716 2.612446
16984218 0.209 2.612847
16984285 0.08752 2.612861
16985359 0.08678 2.612955
16985601 0.08562 2.612976
16985893 0.08148 2.613001
16986028 0.09032 2.613012
16986183 0.0858 2.613026
16986521 0.07937 2.613055
16986584 0.08571 2.61306
16986794 0.08633 2.613078
16986933 0.08728 2.61309
16988136 5.437 2.613195
16988420 0.3589 2.614739
16988668 0.3604 2.614828
16989889 0.3878 2.615268
16990464 0.4667 2.615491
16990479 0.4917 2.615498
16991142 0.4872 2.615824
16991181 0.506 2.615843
16991349 0.5081 2.615928
16992339 0.3801 2.616431
16993799 0.3008 2.616986
16993922 0.2228 2.617023
16994124 0.2203 2.617068
16994301 0.2203 2.617107
16994764 0.2172 2.617209
16995031 0.2028 2.617267
16995174 0.1959 2.617296
17007305 0.3872 2.619673
17007540 3.707 2.619764
17007779 4.448 2.62065
17007837 6.545 2.620908
17008410 33.24 2.624658
17008656 33.74 2.632835
17008687 34.22 2.633881
17009000 34.26 2.644593
17010042 6.802 2.680294
17010694 6.09 2.684729
17011313 6.273 2.688499
17011562 22.48 2.690061
17011643 27.14 2.691882
17012292 36.29 2.709499
17012403 44.13 2.713527
17012541 44.85 2.719617
17012630 44.85 2.723609
17012818 38.83 2.732041
17012830 34.81 2.732507
17012902 34.71 2.735013
17013211 34.62 2.745738
17013657 1.597 2.76118
17014255 1.581 2.762135
17019000 0.7329 2.769639
17019146 0.3517 2.769746
17019527 0.3148 2.76988
17021090 0.3128 2.770372
17021301 0.3184 2.770438
17023157 0.4031 2.771029
17024055 0.4995 2.771391
17032813 0.4858 2.775766
17033482 0.4802 2.776091
17036408 0.4353 2.777496
17038689 0.2282 2.778489
17039960 0.2049 2.778779
17041917 0.1227 2.77918
17042300 0.123 2.779227
17043300 2.538 2.77935
17043313 3.287 2.779383
17043679 0.0566 2.780586
17043838 0.05582 2.780595
17044465 0.05294 2.78063
17044635 0.05085 2.780639
17044694 0.07692 2.780642
17044720 0.05 2.780644
17045080 0.05882 2.780662
17045165 0.05069 2.780667
17045599 0.04651 2.780689
17045642 0.05273 2.780691
17046173 0.05093 2.780719
17046605 0.05114 2.780741
17046957 0.05203 2.780759
17048610 0.04819 2.780845
17048693 0.05628 2.780849
17048924 0.05396 2.780862
17049480 0.3407 2.780892
17050842 0.3445 2.781356
17051559 0.06667 2.781603
17051664 0.0597 2.78161
17051999 0.05988 2.78163
17052166 0.06176 2.78164
17052506 0.06165 2.781661
17053836 0.0603 2.781743
17054234 0.0625 2.781767
17054330 0.06333 2.781773
17054630 0.0625 2.781792
17055126 0.05426 2.781823
17055255 0.08333 2.78183
17055291 0.1 2.781833
17055501 0.06329 2.781854
17055580 0.07059 2.781859
17055665 0.06462 2.781865
17056640 0.06667 2.781928
17056940 0.06568 2.781948
17057549 0.06504 2.781988
17057918 0.06977 2.782012
17058090 0.06711 2.782024
17058239 0.06774 2.782034
17058549 0.06667 2.782055
17058654 0.06173 2.782062
17058735 0.07547 2.782067
17058788 0.06967 2.782071
17060783 0.07027 2.78221
17060968 0.07197 2.782223
17061760 0.07035 2.78228
17062158 0.07143 2.782308
17062592 0.07101 2.782339
17063944 0.06927 2.782435
17064969 0.0678 2.782506
17068081 0.06847 2.782717
17068636 0.07735 2.782755
17069528 0.2295 2.782824
17072308 0.3019 2.783462
17073464 0.07665 2.783811
17074025 0.07806 2.783854
17076254 0.1768 2.784028
17076418 0.1753 2.784057
17080623 0.285 2.784794
17081023 0.2849 2.784908
17084017 0.2925 2.785761
17084123 0.5455 2.785792
17084145 0.8339 2.785804
17085042 1.146 2.786552
17085316 1.232 2.786866
17085614 1.108 2.787233
17086809 1.389 2.788557
17086917 2.661 2.788707
17090465 23.7 2.798148
17090714 23.74 2.804049
17092051 23.7 2.835789
17094910 24.35 2.903548
17099504 46.84 3.015427
17099923 46.84 3.035052
17100948 46.83 3.083063
17101886 5.109 3.12699
17101987 3.365 3.127506
17104551 3.368 3.136135
17104918 3.367 3.137371
17105581 3.367 3.139603
17106790 3.369 3.143674
17107085 3.37 3.144668
17107415 2.604 3.14578
17108356 1.549 3.14823
17108407 1.537 3.148309
17108677 1.251 3.148724
17110199 1.244 3.150628
17110933 1.236 3.151541
17112795 1.178 3.153843
17113996 1.345 3.155258
17114025 1.503 3.155297
17114180 1.907 3.15553
17114856 1.882 3.156819
17115025 1.848 3.157137
17115288 1.784 3.157623
17115339 1.717 3.157714
17115498 1.68 3.157987
17116407 1.648 3.159514
17116572 1.656 3.159786
17118280 1.742 3.162614
17118954 1.75 3.163788
17118970 1.747 3.163816
17119607 1.642 3.164929
17122450 1.655 3.169596
17122911 1.539 3.170359
17123581 1.531 3.17139
17124934 1.421 3.173462
17127004 1.41 3.176404
17128935 1.429 3.179126
17128949 1.415 3.179146
17130625 1.406 3.181517
17131854 1.167 3.183245
17131860 1 3.183252
17131925 0.837 3.183317
17133121 0.8403 3.184318
17134323 1.048 3.185328
17134344 1.087 3.18535
17134482 1.481 3.1855
17135261 1.485 3.186654
17135327 1.491 3.186752
17135620 1.498 3.187189
17137252 1.5 3.189633
17137274 1.537 3.189666
17138186 1.556 3.191068
17138402 1.568 3.191404
17138826 1.575 3.192069
17139240 1.559 3.192721
17140814 1.552 3.195175
17141377 1.525 3.196049
17142518 1.495 3.197789
17143182 1.477 3.198782
17145346 1.345 3.201979
17145775 0.9515 3.202556
17149488 0.9352 3.206089
17149596 0.9068 3.20619
17149757 0.9117 3.206336
17151003 0.9094 3.207472
17151312 0.9114 3.207753
17151854 0.9078 3.208247
17151995 0.912 3.208375
17152779 1.017 3.20909
17152895 1.177 3.209208
17153160 1.398 3.20952
17154968 1.574 3.212047
17160189 1.553 3.220264
17162656 1.549 3.224095
17163241 1.648 3.225001
17166972 1.772 3.231148
17167596 1.859 3.232254
17168884 1.856 3.234649
17171329 1.862 3.239186
17173065 1.87 3.242419
17174498 1.804 3.245099
17175008 1.662 3.246019
17175834 1.61 3.247392
17177116 1.615 3.249456
17177451 1.616 3.249997
17179611 1.673 3.253487
17179666 1.659 3.253579
17180288 1.68 3.254611
17180457 1.683 3.254895
17181273 2.621 3.256268
17182027 1.93 3.258244
17182227 1.74 3.25863
17182350 1.671 3.258844
17184523 4.448 3.262476
17185547 12.75 3.267031
17185812 15.57 3.27041
17188261 15.72 3.308536
17188416 15.71 3.310972
17189334 14.37 3.325392
17189366 13.15 3.325852
17189917 13.14 3.333095
17190152 13.01 3.336184
17190243 12.95 3.337368
17193209 13.06 3.375781
17193227 24.29 3.376016
17194155 24.29 3.398553
17194283 24.28 3.401662
17194434 24.29 3.405329
17195010 24.22 3.419318
17195212 13.72 3.42421
17195700 13.54 3.430904
17196809 4.175 3.445917
17197238 4.132 3.447708
17198422 3.861 3.4526
17198659 2.362 3.453515
17199629 1.275 3.455806
17200959 1.234 3.457502
17201275 1.217 3.457892
17201404 1.209 3.458049
17204304 1.21 3.461555
17207512 1.222 3.465436
17209519 1.571 3.467889
17209540 1.79 3.467922
17210905 7.007 3.470366
17211617 13.91 3.475355
17214813 19.02 3.519797
17215137 20.51 3.525958
17216891 20.39 3.561934
17216971 11.05 3.563565
17217190 7.753 3.565984
17217283 1.612 3.566705
17219394 2.147 3.570108
17220344 2.044 3.572148
17221615 2.28 3.574746
17221772 2.31 3.575104
17221888 2.224 3.575372
17221986 2.01 3.57559
17222682 1.565 3.576989
17224732 1.538 3.580198
17224918 1.503 3.580484
17228938 4.607 3.586526
17229045 11.09 3.587019
17229970 19.76 3.597277
17231252 28.54 3.622608
17231721 28.96 3.635994
17232430 28.97 3.65653
17232488 29.62 3.65821
17233805 29.62 3.697224
17234881 29.62 3.729099
17236951 29.63 3.790419
17237229 29.62 3.798655
17237716 29.62 3.813078
17238021 29.54 3.822112
17240661 24.98 3.900105
17240705 22.41 3.901204
17241134 22.48 3.910819
17241552 22.86 3.920216
17241646 23.24 3.922365
17241995 25.36 3.930477
17242092 25.35 3.932937
17242284 25.81 3.937805
17243060 25.81 3.957831
17243159 27.07 3.960386
17243203 30.03 3.961577
17243277 32.07 3.963799
17243773 32.07 3.979705
17243939 32.07 3.985028
17244046 32.06 3.98846
17244156 32.07 3.991987
17244260 32.07 3.995322
17244319 32.07 3.997214
17244874 32.06 4.015013
17245579 22.25 4.037614
17246235 22.15 4.052208
17246758 22.15 4.063794
17247942 22.09 4.090023
17248154 21.91 4.094706
17251087 21.92 4.15896
17253006 22.24 4.201026
17254301 28.76 4.229825
17254764 28.76 4.243141
17255520 29.53 4.264884
17257210 28.92 4.314794
17257287 28.34 4.317021
17260847 14.81 4.417896
17261478 14.8 4.427238
17261625 14.81 4.429414
17262338 15.52 4.43997
17262536 15.54 4.443042
17263663 15.42 4.460558
17265211 5.953 4.484432
17265638 5.901 4.486974
17266305 5.899 4.49091
17267847 5.908 4.500006
17268206 5.678 4.502127
17269635 5.68 4.510241
17270278 2.779 4.513893
17277787 2.667 4.534764
17278659 2.657 4.53709
17279460 2.637 4.539218
17280535 2.634 4.542053
17281646 2.65 4.544979
17281846 3.554 4.545509
17282290 5.049 4.547087
17282978 5.094 4.550561
17283592 5.111 4.553689
17284615 5.175 4.558918
17285225 6.665 4.562075
17285547 8.76 4.564221
17286047 11.02 4.568601
17287331 11.02 4.582751
17287527 11.02 4.584911
17287631 11.02 4.586057
17288175 11 4.59205
17288427 10.91 4.594822
17288797 10.9 4.598859
17289291 6.443 4.604242
17290274 4.458 4.610575
17292874 4.421 4.622166
17300145 5.629 4.654313
17300665 6.571 4.65724
17301122 6.617 4.660243
17301923 5.884 4.665543
17303022 4.909 4.67201
17303033 4.045 4.672064
17303055 3.134 4.672153
17303712 2.864 4.674212
17304087 2.869 4.675286
17304309 2.28 4.675923
17304334 1.737 4.67598
17304410 1.726 4.676112
17307832 1.722 4.68202
17308120 1.718 4.682516
17309459 1.721 4.684816
17309703 1.739 4.685236
17309841 1.764 4.685476
17310674 18.69 4.686945
17311850 18.71 4.708926
17312122 18.72 4.714015
17312316 18.71 4.717646
17314518 18.38 4.758851
17316081 1.945 4.787581
17316885 1.843 4.789145
17317910 1.833 4.791034
17317958 1.86 4.791122
17318478 3.158 4.792089
17318497 4.901 4.792149
17318639 5.019 4.792845
17319066 4.186 4.794988
17319582 4.056 4.797148
17319618 3.75 4.797294
17319622 3.429 4.797309
17319867 0.9616 4.798149
17322703 0.9637 4.800876
17322896 0.962 4.801062
17323317 0.9657 4.801467
17324540 0.9652 4.802648
17325832 0.9733 4.803895
17328227 0.9956 4.806226
17329593 3.87 4.807586
17329986 4.681 4.809107
17331270 5.182 4.815117
17332249 5.948 4.82019
17333258 6.183 4.826192
17333921 6.407 4.830291
17334806 6.409 4.835961
17335946 6.418 4.843267
17336147 6.439 4.844557
17337077 6.436 4.850545
17337256 6.428 4.851697
17338458 6.421 4.859424
17342371 7.326 4.88455
17344542 5.152 4.900454
17346668 5.746 4.911407
17346727 6.209 4.911746
17346794 6.764 4.912162
17347086 9.635 4.914137
17347182 30.55 4.915062
17348722 30.55 4.96211
17349065 30.56 4.972589
17349152 30.57 4.975248
17349235 30.57 4.977785
17349354 30.57 4.981423
17349688 30.56 4.991633
17350551 27.82 5.018002
17350923 2.1 5.02835
17351252 1.426 5.029041
17352210 1.424 5.030407
17353765 1.42 5.032622
17354008 1.45 5.032967
17354028 1.422 5.032996
17357792 1.417 5.038347
17357919 1.58 5.038527
17359270 1.58 5.040661
17359520 1.581 5.041056
17360308 2.279 5.042302
17361841 2.465 5.045795
17363406 1.66 5.049652
17365272 1.449 5.052749
17366052 0.9409 5.053879
17370843 0.4683 5.058387
17371742 0.4412 5.058808
17372864 0.4488 5.059303
17373773 0.4823 5.059711
17377016 1.229 5.061275
17377882 1.22 5.062339
17378818 2.739 5.063481
17378910 5.185 5.063733
17380103 13.11 5.069919
17380308 24.77 5.072607
17380689 24.98 5.082046
17380740 25.1 5.08332
17381132 25.11 5.093159
17381186 25.1 5.094515
17381590 25.1 5.104655
17381714 24.95 5.107767
17382205 25.08 5.120016
17382326 24.39 5.123051
17386309 6.891 5.220185
17387100 6.268 5.225636
17387603 3.211 5.228789
17387660 0.7994 5.228972
17388647 0.7807 5.229761
17389445 0.527 5.230384
17393210 0.534 5.232368
17395663 0.6 5.233678
17395673 0.5789 5.233684
17400180 0.6438 5.236293
17400253 0.7014 5.23634
17403331 0.902 5.238499
17405801 0.9134 5.240727
17406910 0.9267 5.24174
17407251 0.9535 5.242056
17407638 0.9702 5.242425
17408713 0.8333 5.243468
17408725 0.7801 5.243478
17408916 0.6582 5.243627
17408995 0.3038 5.243679
17411026 0.5134 5.244296
17411511 0.5206 5.244545
17411705 0.5249 5.244646
17412006 0.52 5.244804
17412031 0.5641 5.244817
17412187 0.6375 5.244905
17412507 1.388 5.245109
17413324 6.287 5.246243
17413571 28.03 5.247796
17414803 3.442 5.282324
17415036 2.173 5.283126
17415111 2.094 5.283289
17415854 2.1 5.284845
17416004 2.114 5.28516
17416504 2.115 5.286217
17417159 2.116 5.287602
17417487 2.125 5.288296
17418414 2.12 5.290266
17418497 2.172 5.290442
17418561 2.229 5.290581
17419051 2.234 5.291673
17419355 2.23 5.292352
17419811 2.235 5.293369
17420066 2.913 5.293939
17420089 3.692 5.294006
17420128 4.706 5.29415
17420162 4.715 5.29431
17420471 6.31 5.295767
17420587 6.903 5.296499
17420794 7.147 5.297928
17422635 4.386 5.311085
17422718 4.371 5.311449
17422877 3.673 5.312144
17422975 2.788 5.312504
17423008 1.842 5.312596
