position COMBINED_rate(cM/Mb) Genetic_Map(cM)
13452182 0.156 0.899502
13452291 0.1576 0.899519
13453268 0.1579 0.899673
13455377 0.1578 0.900006
13457716 1.06 0.900375
13459039 2.781 0.901778
13459286 4.849 0.902465
13462951 5.043 0.920236
13464068 4.941 0.925869
13464977 1.042 0.93036
13472403 0.835 0.9381
13474973 0.8241 0.940246
13475280 0.6485 0.940499
13477189 0.6441 0.941737
13477307 0.2289 0.941813
13482698 0.2288 0.943047
13488851 0.227 0.944455
13497301 0.2269 0.946373
13498350 0.229 0.946611
13503956 0.2523 0.947895
13507682 0.3712 0.948835
13512011 0.4688 0.950442
13514351 5.641 0.951539
13514493 5.819 0.95234
13519578 0.4194 0.981929
13527249 0.4444 0.985146
13527267 0.4194 0.985154
13529599 0.4309 0.986132
13529780 0.4247 0.98621
13530378 0.4202 0.986464
13535268 0.4246 0.988519
13539380 0.4847 0.990265
13542314 1.111 0.991687
13542485 1.837 0.991877
13543734 0.6526 0.994172
13547816 0.4629 0.996836
13552614 0.1889 0.999057
13556034 0.1861 0.999703
13558377 0.1845 1.000139
13559721 0.184 1.000387
13562613 0.1838 1.000919
13568685 0.1871 1.002035
13568824 0.1845 1.002061
13570038 0.1857 1.002285
13571018 0.1852 1.002467
13572794 0.1878 1.002796
13574849 0.1907 1.003182
13580005 0.1918 1.004165
13585652 0.4286 1.005248
13585778 0.5298 1.005302
13588275 0.3683 1.006625
13589600 0.2128 1.007113
13597606 1.437 1.008817
13600688 0.132 1.013247
13601544 0.1351 1.01336
13601581 0.1331 1.013365
13604165 0.1303 1.013709
13604687 0.1304 1.013777
13605124 0.09803 1.013834
13613111 0.0824 1.014617
13626194 0.08363 1.015695
13632830 0.1298 1.01625
13639384 0.08529 1.017101
13648940 0.08534 1.017916
13655162 0.08529 1.018447
13656909 0.08611 1.018596
13661508 0.08683 1.018992
13663984 0.08772 1.019207
13664098 0.09266 1.019217
13667897 0.1097 1.019569
13674598 0.4316 1.020304
13675314 0.3722 1.020613
13680491 3.64 1.02254
13681463 3.659 1.026078
13681598 3.667 1.026572
13681655 3.677 1.026781
13683163 0.5344 1.032326
13688983 0.5213 1.035436
13690648 0.5083 1.036304
13692641 0.5 1.037317
13703328 0.5 1.042661
13704932 0.5011 1.043463
13710296 0.8997 1.046151
13710595 0.8969 1.04642
13714959 4.828 1.050334
13715808 5.214 1.054433
13733164 1.327 1.144924
13737637 1.33 1.15086
13738504 1.322 1.152013
13741066 1.317 1.1554
13741385 1.315 1.15582
13744391 1.31 1.159774
13747554 1.308 1.163919
13753572 1.308 1.171789
13757057 1.307 1.176346
13759097 1.308 1.179012
13762048 1.311 1.182872
13763522 1.337 1.184805
13763605 1.366 1.184916
13765257 1.456 1.187172
13766169 1.527 1.1885
13766936 1.622 1.189671
13768800 1.619 1.192695
13769631 1.64 1.19404
13771299 1.667 1.196776
13772989 1.359 1.199594
13773682 1.029 1.200536
13775809 1.386 1.202724
13776312 1.378 1.203421
13779325 1.376 1.207573
13780077 1.395 1.208608
13780201 1.397 1.208781
13780576 1.423 1.209305
13780602 1.415 1.209342
13780720 1.429 1.209509
13781203 1.536 1.210199
13781671 2.946 1.210918
13781837 4.121 1.211407
13781870 4.119 1.211543
13793448 1.872 1.259235
13793970 0.8752 1.260212
13794483 0.6317 1.260661
13795569 0.6279 1.261347
13797246 0.6469 1.2624
13797634 0.6333 1.262651
13797664 0.6443 1.26267
13797858 0.6391 1.262795
13798512 0.6125 1.263213
13799325 0.6119 1.263711
13802090 0.6125 1.265403
13803099 0.6131 1.266021
13804567 0.6128 1.266921
13807155 0.6126 1.268507
13808518 0.6154 1.269342
13808921 3.947 1.26959
13808997 5.489 1.26989
13812420 10.44 1.28868
13813849 8.299 1.303594
13813956 5.439 1.304482
13816081 0.3634 1.31604
13824326 2.723 1.319036
13826925 2.835 1.326112
13827209 3.351 1.326917
13827283 4.319 1.327165
13827490 7.403 1.328059
13827562 8.863 1.328592
13828759 8.789 1.339201
13828911 5.246 1.340537
13830949 4.515 1.351228
13831114 3.538 1.351973
13831480 1.35 1.353268
13831966 1.008 1.353924
13832228 0.8999 1.354188
13833696 0.9025 1.355509
13834363 0.9117 1.356111
13835484 0.9455 1.357133
13835539 1 1.357185
13835732 1.041 1.357378
13836460 1.044 1.358136
13837028 1.043 1.358729
13839951 1.045 1.361777
13841875 1.085 1.363788
13841993 1.137 1.363916
13842387 1.271 1.364364
13843493 1.378 1.36577
13843789 1.454 1.366178
13846415 1.453 1.369995
13846585 6.419 1.370242
13856032 6.419 1.43088
13863028 1.717 1.475784
13863619 0.9175 1.476799
13865800 0.9171 1.4788
13869031 0.9 1.481763
13869041 0.917 1.481772
13872573 0.9117 1.485011
13885824 0.8584 1.497092
13887992 0.851 1.498953
13893403 0.852 1.503558
13894619 0.8521 1.504594
13897108 0.8639 1.506715
13897762 0.8859 1.50728
13899164 1.029 1.508522
13899368 1.161 1.508732
13900137 1.161 1.509625
13901900 1.163 1.511672
13902170 2.683 1.511986
13903660 6.007 1.515984
13906267 6.068 1.531645
13906486 6.073 1.532974
13906949 6.077 1.535786
13916320 3.912 1.592735
13917037 3.722 1.59554
13920043 2.823 1.606728
13920507 0.525 1.608038
13922145 0.5283 1.608898
13929474 0.4312 1.61277
13930012 0.3399 1.613002
13937085 0.3408 1.615406
13937396 0.3398 1.615512
13941654 0.3399 1.616959
13944540 0.3429 1.61794
13947488 0.3432 1.618951
13950515 1.123 1.61999
13956012 1.169 1.626163
13958155 1.146 1.628669
13959104 1.151 1.629757
13959157 1.148 1.629818
13959704 1.25 1.630446
13959712 1.146 1.630456
13960707 1.141 1.631596
13961259 1.142 1.632226
13961379 1.139 1.632363
13963940 1.139 1.63528
13964098 1.147 1.63546
13964132 1.114 1.635499
13964466 1.107 1.635871
13964764 1.097 1.636201
13966578 1.092 1.638191
13967777 1.13 1.6395
13968562 1.644 1.640387
13968910 3.209 1.640959
13969206 5.162 1.641909
13974672 5.169 1.670125
13980560 2.117 1.70056
13986583 1.621 1.713308
13996028 1.621 1.72862
13998542 1.623 1.732695
14000686 1.62 1.736174
14000757 1.625 1.736289
14001720 1.675 1.737854
14003186 1.96 1.74031
14006460 2.124 1.746726
14008197 2.263 1.750415
14008456 2.452 1.751001
14009146 2.933 1.752693
14009552 2.882 1.753884
14009586 2.833 1.753982
14012214 2.849 1.761428
14013702 2.941 1.765668
14014161 2.952 1.767018
14017400 1.581 1.776581
14018524 0.667 1.778358
14021644 0.3093 1.780439
14022866 0.2913 1.780817
14028297 0.2912 1.782399
14030557 0.2907 1.783057
14034348 0.3333 1.784159
14035713 0.3873 1.784614
14037079 0.4867 1.785143
14038059 0.9867 1.78562
14038738 0.9863 1.78629
14039175 0.9236 1.786721
14040078 0.2731 1.787555
14040510 0.2167 1.787673
14040570 0.1569 1.787686
14044006 0.09946 1.788225
14045474 0.06878 1.788371
14048411 0.0518 1.788573
14051307 0.03378 1.788723
14052047 0.02621 1.788748
14052543 0.02555 1.788761
14055791 0.02583 1.788844
14064154 0.1729 1.78906
14064420 0.3785 1.789106
14070026 0.4855 1.791228
14071614 0.5629 1.791999
14073147 0.5595 1.792862
14074130 0.5572 1.793412
14074891 0.5481 1.793836
14075661 0.5484 1.794258
14076239 2.872 1.794575
14076278 16.18 1.794687
14076419 16.94 1.796968
14076683 16.94 1.801439
14076962 16.94 1.806164
14080030 16.94 1.858121
14080324 16.85 1.8631
14080654 16.82 1.86866
14082282 0.1079 1.896043
14086358 0.1089 1.896483
14086964 0.106 1.896549
14087115 0.1082 1.896565
14090183 0.1081 1.896897
14091635 0.1097 1.897054
14097207 0.3845 1.897665
14099727 0.7494 1.898634
14100162 0.7527 1.89896
14100619 0.7391 1.899304
14100642 0.7213 1.899321
14101625 0.5942 1.90003
14101832 0.5 1.900153
14101854 0.3691 1.900164
14102366 0.3355 1.900353
14102670 0.3228 1.900455
14102828 0.3077 1.900506
14103023 0.3041 1.900566
14103194 0.3101 1.900618
14104055 0.3541 1.900885
14104569 0.5618 1.901067
14107216 0.2046 1.902554
14109044 0.2016 1.902928
14110284 0.2124 1.903178
14110397 0.2088 1.903202
14111690 0.2214 1.903472
14115660 0.9025 1.904351
14117445 0.8701 1.905962
14117522 0.8514 1.906029
14118706 0.6278 1.907037
14118929 0.6818 1.907177
14118973 0.8271 1.907207
14119239 0.7559 1.907427
14119452 0.7111 1.907588
14119497 0.6792 1.90762
14119550 0.5288 1.907656
14119862 0.4478 1.907821
14120532 0.4213 1.908121
14121040 0.2063 1.908335
14121229 0.02323 1.908374
14122133 0.01796 1.908395
14122300 0.03226 1.908398
14122331 0.02326 1.908399
14122460 0.01724 1.908402
14122634 0.02222 1.908405
14122679 0.01864 1.908406
14123430 0.01762 1.90842
14125076 0.01768 1.908449
14125585 0.3386 1.908458
14127289 0.3478 1.909035
14127358 0.3333 1.909059
14127475 0.07345 1.909098
14127829 0.06335 1.909124
14128050 0.06452 1.909138
14128081 0.08333 1.90914
14128105 0.05469 1.909142
14128233 0.05556 1.909149
14128251 0.06897 1.90915
14128280 0.06287 1.909152
14128964 0.07173 1.909195
14129201 0.08718 1.909212
14130371 0.08636 1.909314
14130591 0.1892 1.909333
14131685 0.204 1.90954
14134273 0.2058 1.910068
14134725 0.2043 1.910161
14135278 0.2027 1.910274
14135648 0.204 1.910349
14137849 0.2049 1.910798
14138259 0.2035 1.910882
14138544 0.6316 1.91094
14138677 0.6216 1.911024
14138714 0.7565 1.911047
14140677 0.731 1.912532
14141692 0.7137 1.913274
14143522 0.7023 1.91458
14144009 0.7095 1.914922
14145782 0.7149 1.91618
14146031 0.724 1.916358
14147944 0.7618 1.917743
14149317 0.7609 1.918789
14151450 0.7792 1.920412
14153769 1.275 1.922219
14155296 1.54 1.924166
14158871 0.7465 1.929671
14159522 0.6735 1.930157
14159914 0.6224 1.930421
14162316 0.3919 1.931916
14164227 0.0788 1.932665
14165623 0.07813 1.932775
14172919 0.1 1.933345
14173029 0.1508 1.933356
14173679 0.312 1.933454
14176349 0.3333 1.934287
14176418 0.3559 1.93431
14176477 0.3889 1.934331
14176693 0.4561 1.934415
14177206 0.4565 1.934649
14177861 0.2055 1.934948
14178114 0.08249 1.935
14180672 0.08403 1.935211
14180791 0.08633 1.935221
14181208 0.08782 1.935257
14181709 0.0875 1.935301
14182029 0.09285 1.935329
14186143 0.1156 1.935711
14186463 0.1164 1.935748
14186901 0.125 1.935799
14187133 0.1303 1.935828
14187839 0.2424 1.93592
14189114 0.2601 1.936229
14189460 0.6659 1.936319
14190334 0.9026 1.936901
14190837 0.2756 1.937355
14191461 0.1536 1.937527
14194665 0.3329 1.938019
14198534 0.2966 1.939307
14199640 0.7633 1.939635
14201385 0.9717 1.940967
14204215 1.034 1.943717
14205556 1.047 1.945103
14208013 1.026 1.947675
14208433 1.014 1.948106
14208506 0.998 1.94818
14209486 0.9973 1.949158
14211308 2.231 1.950975
14211620 4.467 1.951671
14211967 17.06 1.953221
14214554 17.06 1.997349
14215892 17.05 2.020175
14216846 16.99 2.036443
14216958 16.28 2.038346
14217224 13.34 2.042676
14217613 13.5 2.047865
14217619 7.602 2.047946
14219368 0.8353 2.061242
14220716 0.838 2.062368
14221642 0.8358 2.063144
14222050 1.096 2.063485
14222144 1.3 2.063588
14222174 1.476 2.063627
14222790 1.464 2.064536
14222874 1.471 2.064659
14223405 1.47 2.06544
14223824 1.469 2.066056
14224451 1.467 2.066977
14225214 7.997 2.068096
14225573 1.147 2.070967
14225716 0.6973 2.071131
14227444 0.5505 2.072336
14227642 0.1868 2.072445
14227733 0.1218 2.072462
14227889 0.1169 2.072481
14228274 0.959 2.072526
14228884 0.02213 2.073111
14231098 0.02353 2.07316
14231268 0.0199 2.073164
14231469 0.02392 2.073168
14231678 8.296 2.073173
14231749 0.01911 2.073762
14231906 0.01818 2.073765
14232291 0.02076 2.073772
14232580 0.01648 2.073778
14232762 0.02439 2.073781
14232844 0.02041 2.073783
14232991 0.01333 2.073786
14233066 0.3876 2.073787
14233453 1.596 2.073937
14233807 0.0177 2.074502
14234033 0.01471 2.074506
14234305 0.08397 2.07451
14234436 0.281 2.074521
14236237 0.0678 2.075027
14236532 0.03175 2.075047
14236658 0.01316 2.075051
14236734 0.01732 2.075052
14236965 0.01139 2.075056
14237492 0.01133 2.075062
14238110 0.01019 2.075069
14238895 0.01242 2.075077
14239217 0.009434 2.075081
14239323 0.0129 2.075082
14239478 0.01152 2.075084
14239999 0.01126 2.07509
14240443 0.1126 2.075095
14240878 0.4146 2.075144
14240919 0.7531 2.075161
14241239 0.8241 2.075402
14242899 0.4423 2.07677
14243055 0.3145 2.076839
14243179 0.09014 2.076878
14243534 0.07752 2.07691
14244308 0.13 2.07697
14244408 0.4762 2.076983
14244429 0.8636 2.076993
14244451 1.445 2.077012
14245123 5.953 2.077983
14245252 2.026 2.078751
14245485 1.807 2.079223
14245760 1.772 2.07972
14245979 1.275 2.080108
14246811 0.4468 2.081169
14246858 0.003484 2.08119
14247145 0.005405 2.081191
14248070 0 2.081196
14248118 0.003906 2.081196
14248374 0.009709 2.081197
14248477 0.002762 2.081198
14248839 0.004822 2.081199
14251120 0.004412 2.08121
14251800 0.01042 2.081213
14251896 0.004444 2.081214
14252121 0.004878 2.081215
14252326 0.003049 2.081216
14252654 0.003759 2.081217
14252920 0.005232 2.081218
14254258 0 2.081225
14254270 0 2.081225
14254339 0.09259 2.081225
14254393 1.065 2.08123
14254838 2.72 2.081704
14255063 0 2.082316
14255148 0.01205 2.082316
14255231 0 2.082317
14255289 0 2.082317
14255354 0 2.082317
14255500 0.002994 2.082317
14255834 0.003899 2.082318
14256347 0 2.08232
14256498 0.002817 2.08232
14256853 0 2.082321
14256944 0.003623 2.082321
14257220 0.002597 2.082322
14257605 0.002809 2.082323
14257961 0 2.082324
14257971 0.002222 2.082324
14258421 0 2.082325
14258491 0.002937 2.082325
14259172 0.003937 2.082327
14259680 0 2.082329
14259820 0 2.082329
14259866 0.3077 2.082329
14259892 1.646 2.082337
14260335 0.01022 2.083066
14260824 0.01351 2.083071
14261268 0.009524 2.083077
14261373 0.07471 2.083078
14261721 0.07634 2.083104
14261983 0.3204 2.083124
14263319 0.3433 2.083552
14263552 0.6262 2.083632
14263659 0.9977 2.083699
14264966 1.008 2.085003
14266277 0.5936 2.086325
14266961 0.7772 2.086731
14267998 0.7527 2.087537
14268560 0.5132 2.08796
14269507 0.5417 2.088446
14269531 0.5315 2.088459
14269785 0.5772 2.088594
14270355 0.6723 2.088923
14271591 0.9438 2.089754
14272018 1 2.090157
14272030 1.061 2.090169
14272372 1.079 2.090532
14273156 1.075 2.091378
14273209 1.176 2.091435
14273260 1.246 2.091495
14273739 1.291 2.092092
14274076 1.25 2.092527
14274084 1.312 2.092537
14275026 1.333 2.093773
14275032 1.385 2.093781
14275110 1.423 2.093889
14275240 1.42 2.094074
14275833 2.2 2.094916
14275858 4.164 2.094971
14276071 4.1 2.095858
14276081 4.181 2.095899
14276164 4.163 2.096246
14276354 1.476 2.097037
14276911 1.46 2.097859
14276998 1.433 2.097986
14277201 1.413 2.098277
14277351 1.385 2.098489
14277798 1.374 2.099108
14278044 1.347 2.099446
14278260 1.331 2.099737
14278617 1.317 2.100212
14279839 1.307 2.101821
14280926 1.303 2.103242
14282180 1.312 2.104876
14282465 2.754 2.10525
14283731 2.817 2.108737
14285390 1.639 2.113411
14286052 1.637 2.114496
14286608 1.313 2.115406
14287033 1.286 2.115964
14287410 1.272 2.116449
14288218 1.248 2.117477
14289810 1.245 2.119464
14291930 1.327 2.122103
14294416 1.344 2.125402
14294855 1.414 2.125992
14295024 4.389 2.126231
14295512 7.067 2.128373
14296063 11.53 2.132267
14296215 6.941 2.13402
14297912 1.178 2.145799
14298703 1.166 2.146731
14299334 1.144 2.147467
14299514 0.7778 2.147673
14299523 0.4267 2.14768
14300055 0.4254 2.147907
14300189 0.4158 2.147964
14301911 0.4203 2.14868
14302275 0.4167 2.148833
14302311 0.4284 2.148848
14303623 0.4318 2.14941
14303667 0.454 2.149429
14304015 0.5075 2.149587
14304149 0.5752 2.149655
14304262 0.6833 2.14972
14304862 0.9583 2.15013
14304910 1.143 2.150176
14304924 1.45 2.150192
14306403 1.411 2.152336
14307976 1.193 2.154555
14308498 1.186 2.155178
14309461 1.211 2.15632
14309480 1.264 2.156343
14309673 1.211 2.156587
14309711 1.123 2.156633
14310012 0.5823 2.156971
14310407 0.5224 2.157201
14310809 0.5337 2.157411
14311521 0.5777 2.157791
14311933 0.6527 2.158029
14312100 0.6842 2.158138
14312233 0.7361 2.158229
14312377 0.7438 2.158335
14312861 0.7778 2.158695
14313131 0.8035 2.158905
14313472 0.8133 2.159179
14313547 0.819 2.15924
14313663 0.8327 2.159335
14313938 0.8485 2.159564
14314684 1.342 2.160197
14314874 1.483 2.160452
14315172 2.044 2.160894
14315466 2.114 2.161495
14315712 2.25 2.162015
14315720 2.154 2.162033
14315948 2.106 2.162524
14317825 1.939 2.166477
14317874 1.29 2.166572
14317943 0.7638 2.166661
14318070 0.5317 2.166758
14318811 0.5352 2.167152
14319663 0.5698 2.167608
14319749 0.65 2.167657
14319789 0.7066 2.167683
14320215 1.041 2.167984
14321096 0.9661 2.168901
14321155 0.8796 2.168958
14321512 0.7005 2.169272
14321956 0.6569 2.169583
14322262 0.6572 2.169784
14323881 0.6508 2.170848
14323944 0.6667 2.170889
14323950 0.5909 2.170893
14323994 0.5942 2.170919
14324721 0.5871 2.171351
14324922 0.5333 2.171469
14325117 0.4869 2.171573
14326487 0.3721 2.17224
14326573 0.2275 2.172272
14333233 0.2252 2.173787
14333344 0.216 2.173812
14335705 0.2169 2.174322
14337093 0.245 2.174623
14337293 0.2766 2.174672
14337528 0.4107 2.174737
14337696 0.5605 2.174806
14338713 0.7219 2.175376
14339033 0.7204 2.175607
14339219 0.8148 2.175741
14339246 0.8439 2.175763
14339451 0.8333 2.175936
14339463 0.8755 2.175946
14339704 0.8424 2.176157
14340034 0.9818 2.176435
14340089 1.16 2.176489
14340339 0.7511 2.176779
14341223 0.7266 2.177443
14341362 0.6933 2.177544
14341437 0.6783 2.177596
14341751 0.64 2.177809
14341851 0.6039 2.177873
14342876 0.5833 2.178492
14342948 0.5926 2.178534
14342975 0.5778 2.17855
14343605 0.6265 2.178914
14343688 0.692 2.178966
14343964 0.6667 2.179157
14344003 0.6308 2.179183
14344068 0.5789 2.179224
14344106 0.5862 2.179246
14345005 0.5789 2.179773
14345081 0.5867 2.179817
14345473 0.5839 2.180047
14346742 0.5828 2.180788
14348082 0.5851 2.181569
14348176 0.5902 2.181624
14348237 0.5767 2.18166
14348400 0.5882 2.181754
14348468 0.5748 2.181794
14349317 0.5851 2.182282
14349963 0.5293 2.18266
14350611 0.4548 2.183003
14351297 0.4542 2.183315
14352607 0.453 2.18391
14352841 0.4583 2.184016
14353321 0.4867 2.184236
14353547 1.955 2.184346
14353681 2.082 2.184608
14354145 25.79 2.185574
14356253 9.152 2.239935
14356476 9.136 2.241976
14356879 1.143 2.245658
14357314 0.8714 2.246155
14357454 0.7099 2.246277
14357816 0.6545 2.246534
14357871 0.6141 2.24657
14359037 0.6154 2.247286
14359232 0.5977 2.247406
14359585 0.5763 2.247617
14359703 0.5649 2.247685
14360489 0.5481 2.248129
14361383 0.5411 2.248619
14361991 0.5385 2.248948
14363354 0.4522 2.249682
14363584 0 2.249786
14363587 0.163 2.249786
14364366 0.1275 2.249913
14364617 0.104 2.249945
14364790 0.09337 2.249963
14365604 0.09091 2.250039
14365736 0.0911 2.250051
14366208 0.08995 2.250094
14367064 0.09006 2.250171
14367708 0.08571 2.250229
14367778 0.1111 2.250235
14367787 0.09091 2.250236
14367842 0.09048 2.250241
14368262 0.09091 2.250279
14368460 0.08571 2.250297
14368495 0.08949 2.2503
14368752 0.09091 2.250323
14369049 0.1 2.25035
14369099 0.08934 2.250355
14369446 0.0908 2.250386
14371065 0.09437 2.250533
14372273 0.09827 2.250647
14372446 0.09145 2.250664
14372785 0.125 2.250695
14372801 0.09259 2.250697
14372855 0.08602 2.250702
14372948 0.09917 2.25071
14373069 0.096 2.250722
14373569 0.09762 2.25077
14373989 0.09906 2.250811
14374736 0.4524 2.250885
14374778 0.4678 2.250904
14375182 0.9526 2.251093
14375836 0.9655 2.251716
14375865 0.1131 2.251744
14377536 2.428 2.251933
14378549 0.3234 2.254393
14379820 0.6075 2.254804
14380699 0.6908 2.255338
14380948 0.7814 2.25551
14381163 0.8638 2.255678
14382257 0.8627 2.256623
14382665 0.863 2.256975
14382884 0.8636 2.257164
14383500 0.8607 2.257696
14385266 0.5967 2.259216
14385509 0.2216 2.259361
14385694 0.1153 2.259402
14386657 0.1073 2.259513
14387384 0.1076 2.259591
14387765 0.108 2.259632
14388839 0.1111 2.259748
14388938 0.109 2.259759
14391891 0.101 2.260081
14391990 0.1094 2.260091
14392694 0.129 2.260168
14392725 0.1415 2.260172
14393149 0.1875 2.260232
14393581 0.2308 2.260313
14393594 0.2762 2.260316
14393699 0.3684 2.260345
14393813 0.4556 2.260387
14394061 0.94 2.2605
14394895 0.9503 2.261284
14396184 0.1317 2.262509
14402408 0.1345 2.263329
14402579 0.1304 2.263352
14402970 0.1315 2.263403
14405176 0.1321 2.263693
14406236 0.1311 2.263833
14406991 0.1222 2.263932
14409126 0.1167 2.264193
14412177 0.1886 2.264549
14412702 0.4899 2.264648
14412900 0.5545 2.264745
14413120 0.64 2.264867
14413145 0.8696 2.264883
14413950 0.5917 2.265583
14415417 0.1937 2.266451
14416052 0.1 2.266574
14416062 0.1242 2.266575
14417866 0.1241 2.266799
14421170 0.1239 2.267209
14428641 0.1241 2.268135
14434368 0.1262 2.268846
14434772 0.124 2.268897
14440282 0.1254 2.26958
14441677 0.1267 2.269755
14445962 1.448 2.270298
14446317 2.778 2.270812
14449040 4.418 2.278376
14449487 3.876 2.280351
14449624 4.474 2.280882
14450086 4.453 2.282949
14450223 4.444 2.283559
14450953 4.497 2.286803
14451966 4.505 2.291358
14452174 4.46 2.292295
14452411 4.391 2.293352
14452521 4.387 2.293835
14453491 3.854 2.29809
14453963 1.196 2.299909
14456166 1.143 2.302544
14456936 1.122 2.303424
14457361 1.113 2.303901
14457672 1.129 2.304247
14458076 0.989 2.304703
14458257 0.8936 2.304882
14458774 0.8925 2.305344
14460570 1.329 2.306947
14461505 2.915 2.30819
14464821 4.118 2.317857
14467876 6.43 2.330437
14468506 29.1 2.334488
14468659 29.7 2.338941
14469543 29.71 2.365199
14469618 29.7 2.367427
14469916 29.7 2.376278
14472160 4.243 2.442933
14472731 4.061 2.445356
14473240 4.04 2.447423
14473490 4 2.448433
14473502 3.969 2.448481
14473630 3.935 2.448989
14473922 3.944 2.450138
14474084 3.736 2.450777
14475403 1.327 2.455705
14476631 1.351 2.457334
14477384 1.355 2.458351
14477553 1.357 2.45858
14477926 1.356 2.459086
14477971 1.357 2.459147
14478338 1.364 2.459645
14479646 1.364 2.461429
14479756 1.391 2.461579
14479779 1.372 2.461611
14480018 1.385 2.461939
14481086 1.393 2.463418
14481114 1.473 2.463457
14481640 1.579 2.464232
14481942 2.96 2.464709
14482092 5.978 2.465153
14482906 6.356 2.470019
14482965 6.66 2.470394
14483109 7.385 2.471353
14483688 7.384 2.475629
14483774 8.62 2.476264
14484653 8.615 2.483841
14484692 8.629 2.484177
14485104 7.629 2.487732
14485525 2.812 2.490944
14486159 2.722 2.492727
14486238 2.302 2.492942
14486291 2.306 2.493064
14486376 2.085 2.49326
14487049 1.862 2.494663
14487129 1.725 2.494812
14487231 1.725 2.494988
14487311 1.743 2.495126
14487832 1.621 2.496034
14489134 4.243 2.498144
14489274 11.6 2.498738
14489319 11.66 2.49926
14489755 13.88 2.504345
14490170 14.15 2.510104
